Unnamed: 0.1,Unnamed: 0,SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL,QED,mol
16818,19627,CC1=CSC(=N1)C(C)NC(=O)CC(C)N,Z1233185257,227.328,227.328,0.038,-0.914,2,3,68.01,5,https://real.enamine.net/public-enum-files/Z1233185257,0.8159023681424764,<rdkit.Chem.rdchem.Mol object at 0x1431e4e40>
16825,19634,C1=CC(=CS1)CNC2CC=3C=CC=CC3C2,Z1104873886,229.342,229.342,3.138,-2.69,1,1,12.03,3,https://real.enamine.net/public-enum-files/Z1104873886,0.8528467621948126,<rdkit.Chem.rdchem.Mol object at 0x1431e50e0>
16829,19638,OC[C@@H](NCC1=CC=CS1)C=2C=CC=CC2,Z1218142390,233.331,233.331,1.608,-2.616,2,2,32.26,5,https://real.enamine.net/public-enum-files/Z1218142390,0.831614794025693,<rdkit.Chem.rdchem.Mol object at 0x1431e52a0>
16833,19642,CN1C=C(C=N1)C(=O)NCC(C)(O)C2CC2,Z1285008999,223.272,223.272,-0.009,-0.579,2,3,67.15,5,https://real.enamine.net/public-enum-files/Z1285008999,0.771701563613045,<rdkit.Chem.rdchem.Mol object at 0x1431e5460>
16847,19657,O=C(CC=1C=CC=NC1)NC2(CO)CCCC2,Z994975698,234.295,234.295,0.276,-1.149,2,3,62.22,5,https://real.enamine.net/public-enum-files/Z994975698,0.8180820804622729,<rdkit.Chem.rdchem.Mol object at 0x1431e5a80>
16877,19688,O=S(=O)(CC1=NC=2C=CC=CC2S1)C=3C=CC=CC3,Z56886427,289.375,289.375,2.007,-3.505,0,3,47.03,3,https://real.enamine.net/public-enum-files/Z56886427,0.7431730332500558,<rdkit.Chem.rdchem.Mol object at 0x1431e67a0>
16920,19732,O=C(O)C=1C=CC(=CC1)NS(=O)(=O)C=2C=NN(C2)C3CCOC3,Z1497354139,337.353,337.353,0.778,-2.001,2,6,110.52,5,https://real.enamine.net/public-enum-files/Z1497354139,0.8517435671420417,<rdkit.Chem.rdchem.Mol object at 0x1431e7a00>
16921,19733,COC=1C=CC=C(C1)C2CCN(CC2)C(=O)NC=3C=CN=NC3C,Z1738299019,326.394,326.394,1.85,-2.729,1,4,67.35,5,https://real.enamine.net/public-enum-files/Z1738299019,0.940305683171444,<rdkit.Chem.rdchem.Mol object at 0x1431e7a70>
16922,19734,CCOC=1C=CC(=CN1)S(=O)(=O)N[C@H](C(=O)O)C=2C=CC=CC2,Z1738394635,336.365,336.365,3.111,-3.134,2,6,105.59,7,https://real.enamine.net/public-enum-files/Z1738394635,0.7951419213711457,<rdkit.Chem.rdchem.Mol object at 0x1431e7ae0>
16925,19737,CN(C)C1CCN(CCNC2=CC=C3N=CC=NC3=N2)CC1,Z1340739657,300.403,300.403,1.01,-1.16,1,6,57.18,5,https://real.enamine.net/public-enum-files/Z1340739657,0.9020872098788252,<rdkit.Chem.rdchem.Mol object at 0x1431e7c30>
16926,19738,CC1=NNC(C)=C1S(=O)(=O)NC(CC(=O)O)C2CCOCC2,Z1738762301,331.39,331.39,0.632,-1.31,3,6,121.38,6,https://real.enamine.net/public-enum-files/Z1738762301,0.7006445196511984,<rdkit.Chem.rdchem.Mol object at 0x1431e7ca0>
16934,19747,CCC=1C=CC(=CC1)C2=CC=C(O2)C(=O)NC=3C=CC=C(C3)C4CNC(=O)C4,Z1471597628,374.433,374.433,3.395,-5.917,2,2,71.34,5,https://real.enamine.net/public-enum-files/Z1471597628,0.6967668671436212,<rdkit.Chem.rdchem.Mol object at 0x1431e0040>
16938,19751,COC=1C=CC=C(C1)C(CC(=O)O)NC(=O)C=2C=NN3C=CC=NC23,Z1444263311,340.334,340.334,1.101,-2.832,2,6,105.82,7,https://real.enamine.net/public-enum-files/Z1444263311,0.7071302906851527,<rdkit.Chem.rdchem.Mol object at 0x1431e0200>
16943,19756,CC1CCC=2C=CC=CC2N1C(=O)CCNC=3N=CN=C4N=CNC34,Z1900751691,336.392,336.392,3.149,-5.03,2,5,86.8,5,https://real.enamine.net/public-enum-files/Z1900751691,0.7643541198528006,<rdkit.Chem.rdchem.Mol object at 0x1431e03c0>
16946,19759,COC=1C=CC(Cl)=CC1S(=O)(=O)N2CCCN3N=CN=C23,Z1900260587,328.776,328.776,1.05,-3.855,0,5,77.32,3,https://real.enamine.net/public-enum-files/Z1900260587,0.8537481435759741,<rdkit.Chem.rdchem.Mol object at 0x1431e0510>
16947,19761,CC=1C=CC(C)=C(C1)C2CN(CC(=O)NC=3C=CN=CC3)C(C)CO2,Z1299746330,339.432,339.432,3.584,-3.258,1,4,54.46,4,https://real.enamine.net/public-enum-files/Z1299746330,0.929898943000568,<rdkit.Chem.rdchem.Mol object at 0x1431e0580>
16956,19770,COC=1C(C)=CC(=CC1C)S(=O)(=O)NC=2ON=C(C)C2C,Z1449714715,310.37,310.37,2.214,-3.162,1,4,81.43,3,https://real.enamine.net/public-enum-files/Z1449714715,0.9386774488564444,<rdkit.Chem.rdchem.Mol object at 0x1431e0970>
16965,19779,CN(C)S(=O)(=O)N1CCC2(C1)C(=O)NC=3C=CC=CC32,Z1744837256,295.359,295.359,-0.09,-1.643,1,4,69.72,2,https://real.enamine.net/public-enum-files/Z1744837256,0.8577995986633965,<rdkit.Chem.rdchem.Mol object at 0x1431e0d60>
16970,19785,CC1=CC(=CC(F)=C1)S(=O)(=O)NC2CCOC3(CCOCC3)C2,Z1454772005,343.415,343.415,1.089,-3.646,1,4,64.63,3,https://real.enamine.net/public-enum-files/Z1454772005,0.9132104086440628,<rdkit.Chem.rdchem.Mol object at 0x1431e0f90>
16974,19789,CC(C(=O)N(C)C)S(=O)(=O)N1CCC=2C=NC=CC21,Z1863664153,283.348,283.348,0.4,-1.527,0,4,70.58,4,https://real.enamine.net/public-enum-files/Z1863664153,0.7970833137939463,<rdkit.Chem.rdchem.Mol object at 0x1431e10e0>
16986,19801,CC1=CC(CC(=O)NCC(N)C=2C=CC(=CC2)C(C)C)=NO1,Z2446650636,301.384,301.384,1.549,-3.342,2,3,81.15,7,https://real.enamine.net/public-enum-files/Z2446650636,0.8585026155472716,<rdkit.Chem.rdchem.Mol object at 0x1431e1620>
17005,19821,CC(C)N1N=CC=C1C(=O)N2CCCC=3C=C(C=CC32)S(C)(=O)=O,Z1456543621,347.434,347.434,0.64,-2.877,0,4,72.27,3,https://real.enamine.net/public-enum-files/Z1456543621,0.8548846979484024,<rdkit.Chem.rdchem.Mol object at 0x1431e1e70>
17022,19838,CC=1C=CN=C(N1)N2CCCC(C2)C3=NC(=NO3)N(C)C,Z1753050744,288.349,288.349,1.347,-2.441,0,6,71.18,3,https://real.enamine.net/public-enum-files/Z1753050744,0.849394534886217,<rdkit.Chem.rdchem.Mol object at 0x1431e25e0>
17030,19846,COC=1C=CN=C(C1)C(=O)NC(CC(=O)O)C=2C=CC=C(Cl)C2,Z1870012133,334.755,334.755,3.082,-3.419,2,5,88.52,7,https://real.enamine.net/public-enum-files/Z1870012133,0.8475125910771076,<rdkit.Chem.rdchem.Mol object at 0x1431e2960>
17033,19850,CCC1(CCC1)C(=O)NC2=CC(=CS2)C(=O)O,Z1870233418,253.319,253.319,2.954,-3.806,2,3,66.4,5,https://real.enamine.net/public-enum-files/Z1870233418,0.8665159908693159,<rdkit.Chem.rdchem.Mol object at 0x1431e2ab0>
17036,19853,O=C(O)C1CC1C(=O)NC=2C=CC(=CC2)OC=3C=CC(Cl)=CN3,Z1870399798,332.739,332.739,3.043,-3.926,2,4,88.52,6,https://real.enamine.net/public-enum-files/Z1870399798,0.877428379859139,<rdkit.Chem.rdchem.Mol object at 0x1431e2b90>
17037,19854,CCOC=1C=CC(=CC1NC(=O)C2=CC=C(O2)C(=O)O)C(=O)N(C)C,Z1870475794,346.335,346.335,0.663,-3.857,2,5,109.08,8,https://real.enamine.net/public-enum-files/Z1870475794,0.8307211754795439,<rdkit.Chem.rdchem.Mol object at 0x1431e2c00>
17039,19857,FC=1C=CC(=CC1)N2C=C(C=N2)CNC=3C=CC=C(C3)N4CCCCC4,Z1462327796,350.433,350.433,4.21,-4.07,1,3,33.09,5,https://real.enamine.net/public-enum-files/Z1462327796,0.7291378358843028,<rdkit.Chem.rdchem.Mol object at 0x1431e2ce0>
17056,19874,CC1(C)CCCC=2SC(=NC21)NC(=O)C=3C=CC(O)=CC3F,Z2184389442,320.384,320.384,3.985,-4.651,2,3,62.22,3,https://real.enamine.net/public-enum-files/Z2184389442,0.8831464597889234,<rdkit.Chem.rdchem.Mol object at 0x1431e33e0>
17067,19887,C=1C=CC2=C(C1)N=C(NCC=3C=NC=NC3)N2C4CCCCC4,Z1785655074,307.394,307.394,3.127,-3.853,1,4,55.63,4,https://real.enamine.net/public-enum-files/Z1785655074,0.7928367164137125,<rdkit.Chem.rdchem.Mol object at 0x1431e3840>
17071,19891,CCOC1CC(NC(=O)C(C)C2=CC=CS2)(C(=O)O)C1(C)C,Z1991884705,325.425,325.425,1.601,-3.278,2,4,75.63,7,https://real.enamine.net/public-enum-files/Z1991884705,0.8428605050913677,<rdkit.Chem.rdchem.Mol object at 0x1431e3a00>
17073,19893,OC(COCC1=CC=CO1)CN2CCC=3C=C(OC3C2)C=4C=CC=CC4,Z1491963660,353.412,353.412,3.593,-3.535,1,3,58.98,7,https://real.enamine.net/public-enum-files/Z1491963660,0.7046846297511874,<rdkit.Chem.rdchem.Mol object at 0x1431e3ae0>
17076,19896,CC(C)(C)CS(=O)(=O)N1CCCC1C=2C=CC=C3OCCOC23,Z1998157869,339.451,339.451,3.28,-3.471,0,4,55.84,3,https://real.enamine.net/public-enum-files/Z1998157869,0.8494303031938139,<rdkit.Chem.rdchem.Mol object at 0x1431e3c30>
17077,19897,CNS(=O)(=O)CC(=O)N1CCOCC21CCOC2,Z1998103097,278.327,278.327,-0.987,-0.787,1,5,84.94,4,https://real.enamine.net/public-enum-files/Z1998103097,0.6827814536195039,<rdkit.Chem.rdchem.Mol object at 0x1431e3ca0>
17078,19898,CC=1C=NN(C1)C2=CC=C(C=C2F)S(=O)(=O)N3CCC[C@@H]3CO,Z1496789347,339.387,339.387,2.008,-2.485,1,4,75.43,4,https://real.enamine.net/public-enum-files/Z1496789347,0.9151040053857769,<rdkit.Chem.rdchem.Mol object at 0x1431e3d10>
17085,19905,CC(C=1C=CC(Cl)=CC1)N2CCN(CC2)C(=O)NC=3C=CN=CN3,Z1889540621,345.827,345.827,2.97,-3.563,1,4,61.36,5,https://real.enamine.net/public-enum-files/Z1889540621,0.928391637475839,<rdkit.Chem.rdchem.Mol object at 0x1431dc040>
17086,19906,CC=1C=C(C(=O)O)C(O)=C(C1)S(=O)(=O)NC2=NN(C)C=C2C#N,Z1395437688,336.325,336.325,1.455,-2.366,3,7,145.31,4,https://real.enamine.net/public-enum-files/Z1395437688,0.7483447129632017,<rdkit.Chem.rdchem.Mol object at 0x1431dc0b0>
17092,19912,CC(C)C(C)(CC(=O)O)NC(=O)C1=CC(Cl)=CN1C,Z2256352660,286.755,286.755,2.839,-2.516,2,3,71.33,6,https://real.enamine.net/public-enum-files/Z2256352660,0.8722988400442921,<rdkit.Chem.rdchem.Mol object at 0x1431dc350>
17093,19913,CCN1N=NC(C)=C1CN2CCC=3NC=4C=CC(F)=CC4C3C2,Z2256458840,313.373,313.373,2.406,-2.631,1,3,49.74,3,https://real.enamine.net/public-enum-files/Z2256458840,0.8087243802381366,<rdkit.Chem.rdchem.Mol object at 0x1431dc3c0>
17100,19920,CC1(C)CN(CC2(CCOC2)O1)C(=O)C=3C=CN=C(C3)OC(F)F,Z2277213438,342.339,342.339,1.617,-3.378,0,5,60.89,3,https://real.enamine.net/public-enum-files/Z2277213438,0.8417845404591816,<rdkit.Chem.rdchem.Mol object at 0x1431dc6d0>
17104,19924,O=C(O)C1CCCN(C1)C(=O)C=2C=CC=C(C2)C3=NC=NN3,Z2295626173,300.313,300.313,0.938,-3.962,2,5,99.18,4,https://real.enamine.net/public-enum-files/Z2295626173,0.8924878020691058,<rdkit.Chem.rdchem.Mol object at 0x1431dc890>
17107,19927,COC=1C=CC(=CC1Cl)C(NC(=O)C(C)N2C=NC=N2)C(=O)O,Z2296024660,338.747,338.747,0.876,-3.325,2,6,106.34,7,https://real.enamine.net/public-enum-files/Z2296024660,0.825138729582423,<rdkit.Chem.rdchem.Mol object at 0x1431dc9e0>
17109,19929,"Cl.N[C@@H]1C[C@H]1C=2C=NN(C2)C=3C=CC=CC3 |&1:2,4,r|",Z2298098016,235.713,199.252,1.302,-2.206,1,2,43.84,2,https://real.enamine.net/public-enum-files/Z2298098016,0.8666316567566684,<rdkit.Chem.rdchem.Mol object at 0x1431dcac0>
17111,19931,N#CC1(CS(=O)(=O)N2CCOC(C2)C(=O)O)CCCCC1,Z2300989037,316.375,316.375,1.288,-2.497,1,6,107.7,4,https://real.enamine.net/public-enum-files/Z2300989037,0.8123693328786495,<rdkit.Chem.rdchem.Mol object at 0x1431dcba0>
17112,19932,CC1(O)CCCN(C1)C(=O)NCC2=CCCCC2,Z2308855606,252.353,252.353,2.52,-2.899,2,2,52.57,4,https://real.enamine.net/public-enum-files/Z2308855606,0.7389604343798194,<rdkit.Chem.rdchem.Mol object at 0x1431dcc10>
17114,19934,CCC(NC(=O)N1CC(C1)C(C)(C)O)C2CCCC2,Z2310280001,268.396,268.396,2.924,-3.463,2,2,52.57,6,https://real.enamine.net/public-enum-files/Z2310280001,0.8221704347012139,<rdkit.Chem.rdchem.Mol object at 0x1431dccf0>
17127,19949,FC(F)(F)C=1C=CC(=CC1)CN2CCOC(C2)C3CCCO3,Z1400717465,315.331,315.331,3.019,-2.899,0,3,21.7,4,https://real.enamine.net/public-enum-files/Z1400717465,0.8554660344465874,<rdkit.Chem.rdchem.Mol object at 0x1431dd2a0>
17145,19970,O=C(CN1C(=O)CSC=2C=CC=CC21)NC3=NN=CN3C=4C=CC=CC4,Z1574590400,365.411,365.411,2.667,-5.782,1,4,80.12,4,https://real.enamine.net/public-enum-files/Z1574590400,0.7676203977970929,<rdkit.Chem.rdchem.Mol object at 0x1431dda80>
17148,19973,O=C(NCC1CCCO1)C=2N=CC=NC2C3=NC=4C=CC=CC4S3,Z139921598,340.401,340.401,2.172,-3.05,1,5,77.0,5,https://real.enamine.net/public-enum-files/Z139921598,0.7899721755261381,<rdkit.Chem.rdchem.Mol object at 0x1431ddbd0>
17173,20009,O=C(CC12CC3CC(CC(O)(C3)C2)C1)NCC=4C=CC=C(C4)C(F)(F)F,Z183279774,367.406,367.406,3.024,-4.271,2,2,49.33,5,https://real.enamine.net/public-enum-files/Z183279774,0.8437411866083803,<rdkit.Chem.rdchem.Mol object at 0x1431de6c0>
17219,20067,CN1C=CC=C1C2=NNC(SCC=3C=CC=CC3)=C2C#N,Z223690210,294.376,294.376,3.913,-4.29,1,2,57.4,4,,0.74821415803024,<rdkit.Chem.rdchem.Mol object at 0x1431dfae0>
17227,20079,CCOC=1C=CC=CC1CNC2CCN(CC2)C3=NC=CS3,Z1582606480,317.451,317.451,2.551,-3.588,1,4,37.39,6,https://real.enamine.net/public-enum-files/Z1582606480,0.8868685347962885,<rdkit.Chem.rdchem.Mol object at 0x1431dfe60>
17255,20110,COC=1C=CC(=CC1)C=2C=C(CN(C)C3CCCC4=CC=CC=C43)ON2,Z196848098,348.439,348.439,4.819,-4.8,0,3,38.5,5,https://real.enamine.net/public-enum-files/Z196848098,0.6599180301877462,<rdkit.Chem.rdchem.Mol object at 0x1431d8a50>
17289,20148,O=C(CC1=CSC(=N1)N2CCCC2=O)NCC=3C=CC=4CCCC4C3,Z422334346,355.456,355.456,2.035,-4.87,1,3,62.3,6,https://real.enamine.net/public-enum-files/Z422334346,0.896738091710457,<rdkit.Chem.rdchem.Mol object at 0x1431d9930>
17298,20159,CC(C)C1=NC(=CS1)CC(=O)N2CCCC3=CC(F)=C(F)C=C32,Z768967192,336.401,336.401,3.526,-4.29,0,2,33.2,4,https://real.enamine.net/public-enum-files/Z768967192,0.8465030901632946,<rdkit.Chem.rdchem.Mol object at 0x1431d9d20>
17304,20167,COC=1C=CC=C(C1)C(=O)NC2CCN(CC2)C=3N=CC(C)=C(C)N3,Z1546700716,340.42,340.42,1.955,-4.07,1,5,67.35,5,https://real.enamine.net/public-enum-files/Z1546700716,0.9261448933460092,<rdkit.Chem.rdchem.Mol object at 0x1431d9f50>
17317,20185,COC=1C=CC=2OC(C(=O)NC3=CC=NN3CC(C)C)=C(C)C2C1,Z73368882,327.378,327.378,3.398,-4.65,1,3,69.29,6,https://real.enamine.net/public-enum-files/Z73368882,0.7724627371561998,<rdkit.Chem.rdchem.Mol object at 0x1431da500>
17325,20194,COC=1C=CN=CC1NC(=O)C=2C=CC=CC2C(=O)C3=CC(C)=CC=C3C,Z966818954,360.407,360.407,4.045,-5.701,1,4,68.29,5,https://real.enamine.net/public-enum-files/Z966818954,0.6928722921683198,<rdkit.Chem.rdchem.Mol object at 0x1431da880>
17337,20207,COC(=O)C1=C(C)NC(C(=O)NC2=NC3=C(C=CC=C3S2)OC)=C1C,Z67668790,359.401,359.401,3.84,-4.804,2,4,93.31,6,https://real.enamine.net/public-enum-files/Z67668790,0.697369035164944,<rdkit.Chem.rdchem.Mol object at 0x1431dad50>
17350,20224,CC=1C=CC(=CC1)C=2C=C(NC(=O)C3=CC(Cl)=C4OCCOC4=C3)ON2,Z70820706,370.787,370.787,4.763,-6.47,1,4,73.59,3,https://real.enamine.net/public-enum-files/Z70820706,0.7425103162266806,<rdkit.Chem.rdchem.Mol object at 0x1431db300>
17360,20235,CC=1ON=C(C1C(=O)NC2=NN=C(S2)C3CCCCC3)C=4C=CC=CC4,Z165065384,368.455,368.455,3.799,-6.28,1,4,80.91,5,https://real.enamine.net/public-enum-files/Z165065384,0.7151221069929515,<rdkit.Chem.rdchem.Mol object at 0x1431db760>
17369,20244,CN(C)C(CNC=1N=CN=C2C1C=NN2CCC#N)C=3C=CC=CC3,Z990833686,335.407,335.407,1.79,-3.47,1,6,82.66,7,https://real.enamine.net/public-enum-files/Z990833686,0.7139901801380817,<rdkit.Chem.rdchem.Mol object at 0x1431dbae0>
17402,20282,O=C(NCC1COC=2C=CC=CC2O1)C3CC3C=4C=CC(=CC4)C(F)(F)F,Z212263988,377.358,377.358,4.073,-5.268,1,3,47.56,5,https://real.enamine.net/public-enum-files/Z212263988,0.8825952428167547,<rdkit.Chem.rdchem.Mol object at 0x1431d49e0>
17506,20416,CCS(=O)(=O)N1CCN(CC1)C(=O)NCC2=NC(C)=NO2,Z1055992422,317.366,317.366,-0.474,-1.062,1,5,108.64,6,https://real.enamine.net/public-enum-files/Z1055992422,0.805815913114658,<rdkit.Chem.rdchem.Mol object at 0x1431d7760>
17523,20440,CS(=O)(=O)C=1C=CC=CC1CC(=O)NC2CC2,Z2032262896,253.319,253.319,-0.367,-1.539,1,3,63.24,5,https://real.enamine.net/public-enum-files/Z2032262896,0.8672309866847571,<rdkit.Chem.rdchem.Mol object at 0x1431d7e60>
17539,20459,CC(C(=O)NCC=1C=C(F)C=CC1F)N2C=CN=C2C=3C=CC=CC3,Z1470376695,341.355,341.355,3.476,-4.61,1,2,46.92,6,https://real.enamine.net/public-enum-files/Z1470376695,0.7690055308006907,<rdkit.Chem.rdchem.Mol object at 0x1431d05f0>
17562,20482,O=C(NC=1C=CC(=CC1)C(F)(F)F)C=2C=CC=3N=CC=NC3C2,Z30909754,317.266,317.266,3.417,-3.943,1,3,54.88,4,https://real.enamine.net/public-enum-files/Z30909754,0.77966087399466,<rdkit.Chem.rdchem.Mol object at 0x1431d1000>
17570,20490,CC(C(=O)N(C)CC(=O)NC=1C=CC(=CC1)OC=2C=CC=CC2)N3C=CC=N3,Z729762822,378.425,378.425,3.643,-4.046,1,3,76.46,7,https://real.enamine.net/public-enum-files/Z729762822,0.6841339266041859,<rdkit.Chem.rdchem.Mol object at 0x1431d1380>
17596,20521,CN(C)C(=O)C=1C=CC(=CC1)NC=2C=CN=C3C=C(Cl)C=CC23,Z31179156,325.792,325.792,3.896,-4.77,1,3,45.23,3,https://real.enamine.net/public-enum-files/Z31179156,0.7790586740287908,<rdkit.Chem.rdchem.Mol object at 0x1431d1e70>
17597,20522,CN(CC1COC=2C=CC=CC2O1)C=3N=CC=CN3,Z31159838,257.288,257.288,2.356,-3.207,0,5,47.48,3,https://real.enamine.net/public-enum-files/Z31159838,0.8380500472965117,<rdkit.Chem.rdchem.Mol object at 0x1431d1ee0>
17598,20523,C=CCN1C(=O)C=2C=CC=CC2NC1C3=CSC(=N3)C=4C=CC=CN4,Z730803116,348.423,348.423,2.879,-4.574,1,4,58.12,4,,0.725265543451664,<rdkit.Chem.rdchem.Mol object at 0x1431d1f50>
17601,20528,CC=1C=C(C)C=C(C1)OC=2C=NN(C(=O)C2Cl)C=3C=CC=CC3,Z31237569,326.777,326.777,4.325,-5.52,0,3,41.9,3,https://real.enamine.net/public-enum-files/Z31237569,0.7206457186354285,<rdkit.Chem.rdchem.Mol object at 0x1431d20a0>
17603,20530,COCC(=O)N1CCN(CC1)C(=O)NCC2=CC(C)=NO2,Z953996154,296.323,296.323,-0.333,-0.991,1,4,87.91,7,https://real.enamine.net/public-enum-files/Z953996154,0.843603114772187,<rdkit.Chem.rdchem.Mol object at 0x1431d2180>
17661,20592,ClC=1C=CC2=NC(=CN2C1)CN3CC(C3)N4C=CC=N4,Z1139741021,287.748,287.748,2.073,-1.75,0,3,38.36,3,https://real.enamine.net/public-enum-files/Z1139741021,0.7414560547896938,<rdkit.Chem.rdchem.Mol object at 0x1431d3a70>
17671,20605,CC=1N=C(SC1C(=O)N(C)C=2C=CC=CC2)C=3C(=O)N(C)N=C(C)C3C,Z394762766,368.455,368.455,1.653,-4.154,0,4,65.87,3,https://real.enamine.net/public-enum-files/Z394762766,0.7123267071650369,<rdkit.Chem.rdchem.Mol object at 0x1431d3e60>
17684,20620,COC=1C=CC=2OC(=N)C(=CC2C1)C3=NC=4C=CC=CC4S3,Z235047995,308.356,308.356,3.968,-6.12,1,3,55.2,2,,0.6035713471456942,<rdkit.Chem.rdchem.Mol object at 0x1431cc4a0>
17685,20621,CCC=1C=CC(=CC1)C2=NN=C(N2)SCC=3C=CC=CC3,Z25503247,295.404,295.404,4.627,-7.15,1,2,41.57,5,https://real.enamine.net/public-enum-files/Z25503247,0.7124368855625735,<rdkit.Chem.rdchem.Mol object at 0x1431cc510>
17711,20657,CC(C)C1=NN=C(NC(=O)CC=2C=NN(C)C2)S1,Z995788298,265.336,265.336,0.76,-1.712,1,4,72.7,5,https://real.enamine.net/public-enum-files/Z995788298,0.9105084406974792,<rdkit.Chem.rdchem.Mol object at 0x1431cd000>
17766,20716,CC(=O)C=1C=CC=CC1NC(=O)C2=NC(=CS2)C=3C=CC=CC3,Z385099344,322.383,322.383,4.203,-4.79,1,3,59.06,4,https://real.enamine.net/public-enum-files/Z385099344,0.7299446999018433,<rdkit.Chem.rdchem.Mol object at 0x1431ce730>
17773,20725,CC=1C=C(NC(=O)CSC=2C=CC=CN2)N(N1)C=3C=CC=CC3,Z18886675,324.402,324.402,3.052,-4.41,1,3,59.81,5,https://real.enamine.net/public-enum-files/Z18886675,0.7315864312254863,<rdkit.Chem.rdchem.Mol object at 0x1431cea40>
17785,20739,CC(C)(C(=O)N1CC(C)(O)C1)N2CCOCC2,Z2013935697,242.315,242.315,1.123,-0.89,1,4,53.01,3,https://real.enamine.net/public-enum-files/Z2013935697,0.7215517101701784,<rdkit.Chem.rdchem.Mol object at 0x1431cef80>
17786,20740,O=C(CC=1C=CC=2CCCC2C1)NC=3C=CC(=CC3)C4=NC=CS4,Z51870806,334.437,334.437,4.332,-5.71,1,2,41.99,4,https://real.enamine.net/public-enum-files/Z51870806,0.7641645802227627,<rdkit.Chem.rdchem.Mol object at 0x1431ceff0>
17787,20743,CC1=NOC(C)=C1C(C)CC(=O)N(C)C=2C=CC=C(C)N2,Z1510114691,287.358,287.358,0.792,-2.126,0,3,59.23,5,https://real.enamine.net/public-enum-files/Z1510114691,0.8663815350299378,<rdkit.Chem.rdchem.Mol object at 0x1431cf060>
17805,20771,CC1=C(C=NN1C=2C=CC=CC2C)C(=O)C(C#N)C=3C=CC=CN3,Z638608926,316.357,316.357,2.116,-3.089,0,4,71.57,4,https://real.enamine.net/public-enum-files/Z638608926,0.6917972223284188,<rdkit.Chem.rdchem.Mol object at 0x1431cf840>
17806,20772,CS(=O)(=O)N1CCC(CNC(=O)C=2N=CC=NC2N)CC1,Z974151408,313.378,313.378,-0.201,-0.625,2,6,118.28,5,https://real.enamine.net/public-enum-files/Z974151408,0.7704616928536054,<rdkit.Chem.rdchem.Mol object at 0x1431cf8b0>
17812,20779,O=C(O)CCC1=NC(=NO1)C2=CC(=CS2)C=3C=CC=C4OCCCOC34,Z2581573204,372.397,372.397,3.235,-4.519,1,6,94.68,5,https://real.enamine.net/public-enum-files/Z2581573204,0.7303405911894909,<rdkit.Chem.rdchem.Mol object at 0x1431cfb50>
17818,20786,C=CCC1N(CCCC1(C)C)C(=O)CCN2C=NC3=C(N)N=CN=C32,Z2637448763,342.44,342.44,2.097,-3.177,1,5,89.93,6,https://real.enamine.net/public-enum-files/Z2637448763,0.8427200329455066,<rdkit.Chem.rdchem.Mol object at 0x1431cfd10>
17820,20788,CCN1N=NC=C1CNC(=O)N2CCN(CC2)C=3C=CC(Cl)=CN3,Z2700237182,349.819,349.819,1.074,-2.371,1,5,79.18,6,https://real.enamine.net/public-enum-files/Z2700237182,0.9016684003990316,<rdkit.Chem.rdchem.Mol object at 0x1431cfdf0>
17823,20791,CCOC(=O)C1CC21C(=O)NC3=CC=CC=C32,Z2733498887,231.248,231.248,1.327,-1.803,1,2,55.4,3,https://real.enamine.net/public-enum-files/Z2733498887,0.7838381255333393,<rdkit.Chem.rdchem.Mol object at 0x1431cfed0>
17824,20792,CC=1C=C(C)C(=CN1)CNC(=O)CC=2C=CC(O)=C(Cl)C2,Z2737209534,304.772,304.772,2.182,-2.778,2,3,62.22,5,https://real.enamine.net/public-enum-files/Z2737209534,0.9126990494023394,<rdkit.Chem.rdchem.Mol object at 0x1431cff40>
17826,20794,CC1(CC1)S(=O)(=O)NCC2CC=3C=CC=CC3CN2,Z2756357563,280.387,280.387,1.878,-2.553,2,3,58.2,4,https://real.enamine.net/public-enum-files/Z2756357563,0.8703223850415731,<rdkit.Chem.rdchem.Mol object at 0x1431c80b0>
17829,20797,COC=1C=CC=CC1SCC2=NN=C3CCCCCCN23,Z2768784653,303.424,303.424,2.56,-3.425,0,3,39.94,4,https://real.enamine.net/public-enum-files/Z2768784653,0.8075717129306176,<rdkit.Chem.rdchem.Mol object at 0x1431c8200>
17830,20798,O=C1CCC(NC=2C=CN=C(N2)C3=NC=CS3)C(N1)C4CCCO4,Z2770564984,345.421,345.421,0.713,-2.666,2,6,89.03,4,https://real.enamine.net/public-enum-files/Z2770564984,0.8788494793095178,<rdkit.Chem.rdchem.Mol object at 0x1431c8270>
17833,20801,COC=1C=CC(=CC1)C(NC(=O)NC2CC(C2)C(=O)O)C(F)(F)F,Z2788447560,346.302,346.302,2.528,-3.391,3,4,87.66,8,https://real.enamine.net/public-enum-files/Z2788447560,0.764239488927901,<rdkit.Chem.rdchem.Mol object at 0x1431c8350>
17834,20802,O=C(O)[C@@H]1C[C@H](C1)NC(=O)NC(C2=NC=CS2)C(F)(F)F,Z2788451257,323.293,323.293,0.953,-2.26,3,4,91.32,7,https://real.enamine.net/public-enum-files/Z2788451257,0.7891668228067938,<rdkit.Chem.rdchem.Mol object at 0x1431c83c0>
