,Unnamed: 0,SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL,mol,QED
44055,52164,CO[C@H]1C[C@@H](CN(C)CC2=NC=C(O2)C=3C=CC=CC3)N(C)C1,Z2055492818,315.411,315.411,2.294,-1.717,0,4,41.74,6,https://real.enamine.net/public-enum-files/Z2055492818,<rdkit.Chem.rdchem.Mol object at 0x32120fe60>,0.8190895883208968
44056,52165,CC=1C=CC(=CC1C)NC(=O)C=2C=CC=NC2N3C=NC=N3,Z278052670,293.324,293.324,1.913,-4.9,1,4,72.7,4,https://real.enamine.net/public-enum-files/Z278052670,<rdkit.Chem.rdchem.Mol object at 0x32120fed0>,0.805082047315006
44057,52166,CO[C@H]1C[C@@H](CN(C)CC2=NC=C(O2)C=3C=CC=C(F)C3)N(C)C1,Z2055484843,333.401,333.401,2.454,-1.984,0,4,41.74,6,https://real.enamine.net/public-enum-files/Z2055484843,<rdkit.Chem.rdchem.Mol object at 0x32120ff40>,0.8128282087702473
44058,52167,CC=1C=CC(=CC1C)NC(=O)C2CCCC=3C=CC=CC32,Z300143406,279.377,279.377,4.62,-5.453,1,1,29.1,3,https://real.enamine.net/public-enum-files/Z300143406,<rdkit.Chem.rdchem.Mol object at 0x321210040>,0.8690248662439104
44059,52168,CC=1C=CC(=CC1)C2=NC(=CO2)CNCC3CCCN3C4=CC=CN=N4,Z1139252675,349.43,349.43,2.368,-4.01,1,5,67.08,6,https://real.enamine.net/public-enum-files/Z1139252675,<rdkit.Chem.rdchem.Mol object at 0x3212100b0>,0.7370609503612378
44060,52169,CC1=CC=C2C=C(C(=O)N3CC(C)C(C3)N(C)C)C(C)=NC2=C1,Z1269094946,311.422,311.422,2.93,-4.04,0,3,36.44,3,https://real.enamine.net/public-enum-files/Z1269094946,<rdkit.Chem.rdchem.Mol object at 0x321210120>,0.8554989394510975
44061,52170,CC1=CC=C(CNC=2C=CC(=CC2)NC(=O)C(C)N3C=NC=N3)S1,Z1462460180,341.433,341.433,1.62,-4.54,2,4,71.84,7,https://real.enamine.net/public-enum-files/Z1462460180,<rdkit.Chem.rdchem.Mol object at 0x321210190>,0.7201068857589407
44062,52171,CC1=CC(=NO1)C(=O)NCC=2C=CN(N2)C=3C=CC(F)=CC3,Z1551147853,300.288,300.288,2.167,-2.82,1,3,72.95,5,https://real.enamine.net/public-enum-files/Z1551147853,<rdkit.Chem.rdchem.Mol object at 0x321210200>,0.801691088307147
44063,52172,CC1=CC(CS(=O)C2=NC=CN2C=3C=C(C)C=C(C)C3)=NO1,Z1350699182,315.392,315.392,2.125,-3.37,0,3,60.92,4,https://real.enamine.net/public-enum-files/Z1350699182,<rdkit.Chem.rdchem.Mol object at 0x321210270>,0.7420452973750588
44064,52173,CO[C@@H]1C[C@@H](CO)N(C1)C(=O)C2=CN(N=N2)C3=CC(C)=CC(F)=C3,Z2055491268,334.346,334.346,1.163,-2.927,1,5,80.48,5,https://real.enamine.net/public-enum-files/Z2055491268,<rdkit.Chem.rdchem.Mol object at 0x3212102e0>,0.8998674639107778
44065,52174,CC1=NC(=NN1C2=CC=CC=C2Cl)C(=O)N3CCOC(C)(C)C3,Z930884510,334.801,334.801,2.073,-3.23,0,4,60.25,3,https://real.enamine.net/public-enum-files/Z930884510,<rdkit.Chem.rdchem.Mol object at 0x321210350>,0.8462082132138985
44066,52175,O=C(NCC1=NN=C2CCCCCN12)C=3SC=4C=CC=CC4C3Cl,Z167104370,360.863,360.863,2.456,-4.64,1,3,59.81,4,https://real.enamine.net/public-enum-files/Z167104370,<rdkit.Chem.rdchem.Mol object at 0x3212103c0>,0.7723276830891014
44067,52176,O=C(NCC1=NN=C2CCCCCN12)C=3C=CC(F)=C(F)C3,Z244644942,306.311,306.311,1.496,-2.909,1,3,59.81,4,https://real.enamine.net/public-enum-files/Z244644942,<rdkit.Chem.rdchem.Mol object at 0x321210430>,0.945584499851472
44068,52177,COC=1C=CC(F)=CC1C(=O)NCC2=NN=C3CCCCCN23,Z244646940,318.347,318.347,1.419,-2.635,1,4,69.04,5,https://real.enamine.net/public-enum-files/Z244646940,<rdkit.Chem.rdchem.Mol object at 0x3212104a0>,0.936939174110625
44069,52178,BrC=1C=CC=CC1C2=NN=C(CN3CCC=4C=CC=CC4C3)O2,Z103696110,370.243,370.243,3.172,-4.632,0,3,42.16,3,https://real.enamine.net/public-enum-files/Z103696110,<rdkit.Chem.rdchem.Mol object at 0x321210510>,0.6975296790868726
44070,52179,CC=1C=CC(=CC1Cl)NC(=O)C=2C=CC=CC2OCC3CCCO3,Z169559132,345.82,345.82,4.536,-5.164,1,3,47.56,6,https://real.enamine.net/public-enum-files/Z169559132,<rdkit.Chem.rdchem.Mol object at 0x321210580>,0.86994831062236
44071,52180,CC1=CC=NN1C=2C=CC(=CC2)C(=O)N3CCCC3C=4C=CC(F)=CC4,Z242300364,349.402,349.402,4.152,-4.593,0,2,38.13,3,https://real.enamine.net/public-enum-files/Z242300364,<rdkit.Chem.rdchem.Mol object at 0x3212105f0>,0.7071041333884142
44072,52181,CC1=CC=2OC=C(CC(=O)NC3CCCC4=C3C=NN4C)C2C=C1C,Z395936694,337.416,337.416,3.084,-3.559,1,2,60.06,4,https://real.enamine.net/public-enum-files/Z395936694,<rdkit.Chem.rdchem.Mol object at 0x321210660>,0.795339044779244
44073,52182,CC(O)CNC=1C=C(C=CN1)C(=O)N(C)C=2C=CC=CC2,Z1383538887,285.342,285.342,1.377,-3.05,2,4,65.46,6,https://real.enamine.net/public-enum-files/Z1383538887,<rdkit.Chem.rdchem.Mol object at 0x3212106d0>,0.8831812002147384
44074,52183,CCC1CCN(C1)C(=O)C2=CSC(=N2)C=3C=CC=CC3F,Z1391186012,304.384,304.384,3.261,-5.092,0,2,33.2,4,https://real.enamine.net/public-enum-files/Z1391186012,<rdkit.Chem.rdchem.Mol object at 0x321210740>,0.8633711423439406
44075,52184,C=1N=CN(CC=2C=CC(=CC2)CNCC3CCCCC3)N1,Z401767374,284.4,284.4,3.233,-3.87,1,3,42.74,6,https://real.enamine.net/public-enum-files/Z401767374,<rdkit.Chem.rdchem.Mol object at 0x3212107b0>,0.8864630928429484
44076,52185,CC(C)(O)C1CCCN1CC2=NN=NN2C=3C=CC=CC3Br,Z1493012959,366.257,366.257,1.671,-2.576,1,5,67.07,4,https://real.enamine.net/public-enum-files/Z1493012959,<rdkit.Chem.rdchem.Mol object at 0x321210820>,0.898422622911387
44077,52186,CN1N=CC2=C1CCCC2NC(=O)C3=CC=4CCCC4S3,Z395935574,301.408,301.408,2.768,-3.179,1,2,46.92,2,https://real.enamine.net/public-enum-files/Z395935574,<rdkit.Chem.rdchem.Mol object at 0x321210890>,0.926908541959226
44078,52187,O=S1(=O)CCC(C1)C2=NC(=NO2)C3=CC=4C=CC=CC4O3,Z1393240522,304.323,304.323,0.564,-3.491,0,4,86.2,2,https://real.enamine.net/public-enum-files/Z1393240522,<rdkit.Chem.rdchem.Mol object at 0x321210900>,0.7222063721119681
44079,52188,CO[C@H]1C[C@@H](CO)N(C1)C(=O)C=2C=CC(=CC2)OC=3C=CC=CC3,Z2055850489,327.375,327.375,2.593,-4.09,1,3,59.0,6,https://real.enamine.net/public-enum-files/Z2055850489,<rdkit.Chem.rdchem.Mol object at 0x321210970>,0.9171858499506452
44080,52189,CO[C@H]1C[C@@H](CO)N(C1)C(=O)C=2N=NN(CC=3C=CC(F)=CC3)C2C,Z2055858104,348.373,348.373,0.46,-2.479,1,5,80.48,6,https://real.enamine.net/public-enum-files/Z2055858104,<rdkit.Chem.rdchem.Mol object at 0x3212109e0>,0.8717632112888533
44081,52190,CO[C@H]1C[C@@H](CO)N(C1)C(=O)C=2C=NN(C2)CC3=CC=CC=C3Cl,Z2055855060,349.812,349.812,1.569,-2.743,1,4,67.59,6,https://real.enamine.net/public-enum-files/Z2055855060,<rdkit.Chem.rdchem.Mol object at 0x321210a50>,0.8935297493594719
44082,52191,CO[C@H]1C[C@@H](CO)N(C1)C(=O)C2=CC(=NO2)C3=CC=CC(C#N)=C3,Z2055858159,327.335,327.335,0.532,-3.394,1,5,99.59,5,https://real.enamine.net/public-enum-files/Z2055858159,<rdkit.Chem.rdchem.Mol object at 0x321210ac0>,0.9118107854093588
44083,52192,COCC=1C=CC=C(C1)NC(=O)C2=CN(C)C=3C=CC=CC23,Z346231396,294.348,294.348,3.184,-3.428,1,2,43.26,5,https://real.enamine.net/public-enum-files/Z346231396,<rdkit.Chem.rdchem.Mol object at 0x321210b30>,0.7989922994190547
44084,52193,CC1=CC(=C(C)S1)C(C)NC(=O)C=2C=CC(=CC2)CN3C=NC=N3,Z364386512,340.445,340.445,2.805,-4.81,1,3,59.81,6,https://real.enamine.net/public-enum-files/Z364386512,<rdkit.Chem.rdchem.Mol object at 0x321210ba0>,0.7732109852456704
44085,52194,CC=1C=CN(N1)C=2C=CC(=NN2)N3CCC4CCC(C3)N4C,Z1309559681,298.387,298.387,1.388,-2.002,0,5,50.08,2,https://real.enamine.net/public-enum-files/Z1309559681,<rdkit.Chem.rdchem.Mol object at 0x321210c10>,0.8434783346711147
44086,52195,CC(NC(=O)C=1C=CC(=CC1)C(F)(F)F)C2=NN=C3CCCN23,Z403727704,324.302,324.302,1.435,-3.129,1,3,59.81,5,https://real.enamine.net/public-enum-files/Z403727704,<rdkit.Chem.rdchem.Mol object at 0x321210c80>,0.9442518878680556
44087,52196,CC1=NN(C)C=2SC(=CC12)C(=O)NCC=3C=CC=NC3N4C=CC=N4,Z367540348,352.416,352.416,1.798,-3.656,1,4,77.63,5,https://real.enamine.net/public-enum-files/Z367540348,<rdkit.Chem.rdchem.Mol object at 0x321210cf0>,0.611919192117628
44088,52197,CC(NC(=O)C=1C=CC=2CCCC2C1)C3=NN=C4CCCN34,Z403728284,296.368,296.368,1.212,-3.503,1,3,59.81,4,https://real.enamine.net/public-enum-files/Z403728284,<rdkit.Chem.rdchem.Mol object at 0x321210d60>,0.9443513182200458
44089,52198,COC=1N=CC=CC1C(=O)NCC=2C=CN=C(C2)N3C=CC=N3,Z366650786,309.323,309.323,1.787,-2.671,1,5,81.93,6,https://real.enamine.net/public-enum-files/Z366650786,<rdkit.Chem.rdchem.Mol object at 0x321210dd0>,0.7739083978396205
44090,52199,CN1C=C(C=N1)NC(=O)C2=CN(CC=3C=CC=CC3)N=N2,Z373772160,282.301,282.301,0.519,-1.503,1,4,77.63,5,https://real.enamine.net/public-enum-files/Z373772160,<rdkit.Chem.rdchem.Mol object at 0x321210e40>,0.7823778536303152
44091,52200,CN1C=C(C=N1)NC(=O)C2CC2C=3C=CC=CC3C(F)(F)F,Z373772670,309.287,309.287,2.708,-2.699,1,2,46.92,5,https://real.enamine.net/public-enum-files/Z373772670,<rdkit.Chem.rdchem.Mol object at 0x321210eb0>,0.9463231931399436
44092,52201,CC1=C(C=NN1C)C(C)NC(=O)C=2C=CC(=CC2)OCC3CCCO3,Z372631212,343.421,343.421,2.038,-2.528,1,4,65.38,7,https://real.enamine.net/public-enum-files/Z372631212,<rdkit.Chem.rdchem.Mol object at 0x321210f20>,0.8758174121062112
44093,52202,CC1=CC(C)=NN1CC=2C=CC=C(C2)C(=O)NCC3=NN=CN3C,Z971407284,324.381,324.381,0.217,-2.049,1,4,77.63,6,https://real.enamine.net/public-enum-files/Z971407284,<rdkit.Chem.rdchem.Mol object at 0x321210f90>,0.773245802034497
44094,52203,CC1=CC(C)=NN1C=2C=CC(=CC2)C(=O)NCC3=NN=C4CCCN34,Z229837812,336.392,336.392,0.875,-2.169,1,4,77.63,5,https://real.enamine.net/public-enum-files/Z229837812,<rdkit.Chem.rdchem.Mol object at 0x321211000>,0.7898939067308538
44095,52204,CC1=NC(=NN1C2=CC=CC=C2Cl)C(=O)N(C)C3CCN(C)CC3,Z935104504,347.843,347.843,0.898,-2.32,0,4,54.26,4,https://real.enamine.net/public-enum-files/Z935104504,<rdkit.Chem.rdchem.Mol object at 0x321211070>,0.8551502117675417
44096,52205,CCC1=C(C=NN1C=2C=CC=C(Cl)C2)C(=O)NCC3=NC(C)=CS3,Z339846416,360.863,360.863,3.563,-3.669,1,3,59.81,6,https://real.enamine.net/public-enum-files/Z339846416,<rdkit.Chem.rdchem.Mol object at 0x3212110e0>,0.752740781539204
44097,52206,OC1CCCC1C2COCCN2CC3=NC=C(O3)C=4C=CC=CC4F,Z2056546663,346.397,346.397,1.73,-2.837,1,4,58.73,4,https://real.enamine.net/public-enum-files/Z2056546663,<rdkit.Chem.rdchem.Mol object at 0x321211150>,0.9224690398807458
44098,52207,OC1CCCC1C2COCCN2CC=3N=CN(N3)C=4C=CC=CC4,Z2056554896,328.41,328.41,0.854,-2.348,1,5,63.41,4,https://real.enamine.net/public-enum-files/Z2056554896,<rdkit.Chem.rdchem.Mol object at 0x3212111c0>,0.9241042787731432
44099,52208,CC=1C=CC=CC1C2=CN=C(CN3CCOCC3C4CCCC4O)O2,Z2056540379,342.433,342.433,1.769,-3.06,1,4,58.73,4,https://real.enamine.net/public-enum-files/Z2056540379,<rdkit.Chem.rdchem.Mol object at 0x321211230>,0.9254758157855912
44100,52209,CCN(CC1CCOC1)C(=O)C=2C=CC=C(C2)OCC3=CSC=N3,Z435676874,346.446,346.446,1.29,-3.72,0,4,51.66,8,https://real.enamine.net/public-enum-files/Z435676874,<rdkit.Chem.rdchem.Mol object at 0x3212112a0>,0.7723366835198813
44101,52210,CCN(CC1CCOC1)C(=O)C=2C=NN(C2)C3=CC=C(Cl)C=C3Cl,Z814604662,368.258,368.258,2.741,-4.1,0,3,47.36,6,https://real.enamine.net/public-enum-files/Z814604662,<rdkit.Chem.rdchem.Mol object at 0x321211310>,0.8090661559936182
44102,52211,CC(C)CC(=O)N1CCN(CC1)C(C)C2=NC(=NO2)C=3C=CC(Cl)=CC3,Z335397652,376.881,376.881,3.403,-4.45,0,4,62.47,5,https://real.enamine.net/public-enum-files/Z335397652,<rdkit.Chem.rdchem.Mol object at 0x321211380>,0.7966917063860326
44103,52212,CC(C1=NC=2C=CC=CC2S1)N(C)C(=O)C=3C=CC(=CC3)OCC4CCCO4,Z89552080,396.505,396.505,3.627,-4.731,0,4,51.66,6,https://real.enamine.net/public-enum-files/Z89552080,<rdkit.Chem.rdchem.Mol object at 0x3212113f0>,0.6066515011063849
44104,52213,CC1=NC=2C=CC(=CC2S1)NC(=O)C=3C=CC=CC3OCC4CCCO4,Z169573714,368.451,368.451,4.145,-4.56,1,4,60.45,5,https://real.enamine.net/public-enum-files/Z169573714,<rdkit.Chem.rdchem.Mol object at 0x321211460>,0.7243637788203316
44105,52215,CC=1C=CC=C(C1)C(=O)N(C)C(C)C2=NC=3C=CC=CC3S2,Z89551273,310.415,310.415,3.541,-4.679,0,2,33.2,4,https://real.enamine.net/public-enum-files/Z89551273,<rdkit.Chem.rdchem.Mol object at 0x3212114d0>,0.7163781538001976
44106,52218,CN1N=CC=C1C(=O)NC=2C=CC=C(C2)COCC3CCCCO3,Z970556948,329.394,329.394,1.823,-2.66,1,4,65.38,6,https://real.enamine.net/public-enum-files/Z970556948,<rdkit.Chem.rdchem.Mol object at 0x321211540>,0.8848685737221944
44107,52219,COC=1C=CC(=CC1)C=2C=C(C=CC2OC)NC(=O)CC3CCCC3,Z88222255,339.429,339.429,4.596,-6.17,1,3,47.56,7,https://real.enamine.net/public-enum-files/Z88222255,<rdkit.Chem.rdchem.Mol object at 0x3212115b0>,0.8149363889434512
44108,52220,COC=1C=CC(=CC1)C=2C=C(C=CC2OC)NC(=O)CC3=CC=CC=C3F,Z88223582,365.398,365.398,4.186,-5.71,1,3,47.56,6,https://real.enamine.net/public-enum-files/Z88223582,<rdkit.Chem.rdchem.Mol object at 0x321211620>,0.6892655499777511
44109,52221,O=C(NCC=1C=CC=CC1OC(F)F)C=2C=CC=C3C=CC=NC23,Z228286842,328.314,328.314,3.639,-4.596,1,3,51.22,6,https://real.enamine.net/public-enum-files/Z228286842,<rdkit.Chem.rdchem.Mol object at 0x321211690>,0.7755972223081589
44110,52222,CN(CC1=NC(=NO1)C=2C=CC(Cl)=CC2)C3CCC4=CC=CC=C43,Z271824720,339.819,339.819,4.325,-4.93,0,3,42.16,4,https://real.enamine.net/public-enum-files/Z271824720,<rdkit.Chem.rdchem.Mol object at 0x321211700>,0.7010334060171844
44111,52223,O=C(C=1C=CC=NC1N2CCCC2)N3CCC(CC3)C4=NC=5C=CC=CC5O4,Z88450549,376.453,376.453,1.98,-3.76,0,4,62.47,3,https://real.enamine.net/public-enum-files/Z88450549,<rdkit.Chem.rdchem.Mol object at 0x321211770>,0.6948961217490951
44112,52224,CC1=NN(C(C)=C1NC(=O)C=2C=NN(C2)C=3C=CC=CC3F)C(C)C,Z941777170,341.384,341.384,1.6,-2.65,1,3,64.74,5,https://real.enamine.net/public-enum-files/Z941777170,<rdkit.Chem.rdchem.Mol object at 0x3212117e0>,0.7875103545290618
44113,52225,CCN(C(=O)C=1C=NC=2C=CC=CC2N1)C=3C=CC(F)=CC3,Z88528633,295.312,295.312,2.586,-3.862,0,3,46.09,4,https://real.enamine.net/public-enum-files/Z88528633,<rdkit.Chem.rdchem.Mol object at 0x321211850>,0.7433388211499973
44114,52226,COC=1C=CC=2OC(C)=C(C(=O)NCC3CCCN(CC=4C=CC=CC4)C3)C2C1,Z900041032,392.492,392.492,4.176,-4.58,1,3,54.71,6,https://real.enamine.net/public-enum-files/Z900041032,<rdkit.Chem.rdchem.Mol object at 0x3212118c0>,0.6758881665823582
44115,52227,CC=1C=C(N=C(N1)C=2C=CN=CC2)N3CCCCC3CC(C)C,Z1408697511,310.437,310.437,4.467,-4.292,0,4,41.91,4,https://real.enamine.net/public-enum-files/Z1408697511,<rdkit.Chem.rdchem.Mol object at 0x321211930>,0.8462566400372277
44116,52228,O=C(C=1OC=CC1COC=2C=CC=CC2)N3CCN(CC3)C4CC4,Z899902144,326.39,326.39,2.571,-3.188,0,3,45.92,6,https://real.enamine.net/public-enum-files/Z899902144,<rdkit.Chem.rdchem.Mol object at 0x3212119a0>,0.8474952308637262
44117,52229,CC1=NC(=CS1)CN(C)C(=O)C=2C=CC=3OCCC3C2,Z899051758,288.366,288.366,1.993,-2.77,0,3,42.43,4,https://real.enamine.net/public-enum-files/Z899051758,<rdkit.Chem.rdchem.Mol object at 0x321211a10>,0.8717382353036469
44118,52230,CN1CCN(CC1)C2=NC(=CS2)C=3C=CC(=CC3)NC(=O)C=4C=CC=CC4,Z89239598,378.493,378.493,3.879,-5.179,1,4,48.47,4,https://real.enamine.net/public-enum-files/Z89239598,<rdkit.Chem.rdchem.Mol object at 0x321211a80>,0.7499089428765563
44119,52231,CC=1SC(=NC1C=2C=CC=3OCC(=O)NC3C2)NCC(C)C,Z89238563,317.408,317.408,3.684,-4.97,2,4,63.25,4,https://real.enamine.net/public-enum-files/Z89238563,<rdkit.Chem.rdchem.Mol object at 0x321211af0>,0.90547050434927
44120,52232,CC(C)C1=NN=C2CCC(CN12)NC(=O)C3=CC=C4N=CSC4=C3,Z985630960,341.433,341.433,2.123,-3.658,1,4,72.7,4,https://real.enamine.net/public-enum-files/Z985630960,<rdkit.Chem.rdchem.Mol object at 0x321211b60>,0.7949143559734152
44121,52233,OC[C@@H]1C[C@H](F)CN1CC2=NC(=NO2)C=3C=CC(Cl)=CC3,Z2057678705,311.739,311.739,2.135,-3.077,1,4,62.39,4,https://real.enamine.net/public-enum-files/Z2057678705,<rdkit.Chem.rdchem.Mol object at 0x321211bd0>,0.9384294704267528
44122,52234,COCCC=1C=CC(=CC1)C2=CSC(=N2)NC(=O)CC3C=CCC3,Z89474071,342.457,342.457,4.009,-4.55,1,3,51.22,8,https://real.enamine.net/public-enum-files/Z89474071,<rdkit.Chem.rdchem.Mol object at 0x321211c40>,0.7636024854882913
44123,52235,CC=1OC=CC1C(=O)N2CCCC(C2)C3=NC=4C=CC=CC4S3,Z89493796,326.415,326.415,2.971,-4.05,0,2,46.34,3,https://real.enamine.net/public-enum-files/Z89493796,<rdkit.Chem.rdchem.Mol object at 0x321211cb0>,0.7082246429463173
44124,52236,CC=1C=CN2C=C(N=C2C1)C(=O)NC3=NC=4C=CC=CC4S3,Z89499843,308.36,308.36,3.796,-5.083,1,3,59.29,3,https://real.enamine.net/public-enum-files/Z89499843,<rdkit.Chem.rdchem.Mol object at 0x321211d20>,0.6162983758547164
44125,52237,CC=1C=CC(C)=C(C1)C2=CSC(=N2)NC(=O)CC3C=CCC3,Z89562678,312.431,312.431,4.8,-5.68,1,2,41.99,5,https://real.enamine.net/public-enum-files/Z89562678,<rdkit.Chem.rdchem.Mol object at 0x321211d90>,0.8298610795695479
44126,52241,COC=1C=CC(=CC1)C2CCCN2CC3=NC(=NO3)C=4C=CC=CC4Cl,Z90225914,369.845,369.845,4.204,-4.46,0,4,51.39,5,https://real.enamine.net/public-enum-files/Z90225914,<rdkit.Chem.rdchem.Mol object at 0x321211e00>,0.6499918847281482
44127,52245,N#CC=1C=CSC1NC(=O)CC2=CSC(=N2)C=3C=CC=CC3Cl,Z90825091,359.856,359.856,2.681,-5.929,1,3,65.78,5,https://real.enamine.net/public-enum-files/Z90825091,<rdkit.Chem.rdchem.Mol object at 0x321211e70>,0.7410911242560275
44128,52246,CC1=CN=C(CNC=2C=NN(C2C(C)C)C=3C=CC=CC3)O1,Z1929942733,296.368,296.368,2.766,-2.447,1,3,55.88,5,https://real.enamine.net/public-enum-files/Z1929942733,<rdkit.Chem.rdchem.Mol object at 0x321211ee0>,0.775401613965526
44130,52249,CCC1OC=2C=C(C=CC2NC1=O)C(C)NC(C)C=3C=CC=CN3,Z1556000289,325.406,325.406,1.567,-3.393,2,4,63.25,5,https://real.enamine.net/public-enum-files/Z1556000289,<rdkit.Chem.rdchem.Mol object at 0x321211fc0>,0.881431734183339
44131,52250,CC(C)N1C2CCC1CN(CC2)C(=O)C=3C=CC=NC3N4C=CC=N4,Z1303445560,339.436,339.436,1.523,-2.73,0,4,54.26,4,https://real.enamine.net/public-enum-files/Z1303445560,<rdkit.Chem.rdchem.Mol object at 0x321212030>,0.8613252861811287
44132,52252,COC=1C=CC(=CC1)C2=NNC=C2CNCC3CN(C)CCO3,Z1135228424,316.399,316.399,1.573,-2.03,2,5,62.41,6,https://real.enamine.net/public-enum-files/Z1135228424,<rdkit.Chem.rdchem.Mol object at 0x3212120a0>,0.8456535631440655
44133,52253,CC1=C(C=NN1CC(C)C)C(=O)NC=2C=CC(=C(C)C2)N3C=NN=N3,Z1556244172,339.396,339.396,2.245,-3.35,1,5,90.52,6,https://real.enamine.net/public-enum-files/Z1556244172,<rdkit.Chem.rdchem.Mol object at 0x321212110>,0.7705428926405996
44134,52254,CC=1C=CC(=CC1F)C(=O)NCC2CN3CCCC3CO2,Z953555716,292.349,292.349,2.221,-2.92,1,3,41.57,4,https://real.enamine.net/public-enum-files/Z953555716,<rdkit.Chem.rdchem.Mol object at 0x321212180>,0.9222371566965126
44135,52257,CC=1N=C(SC1C(=O)N(C)C(C2CC2)C3CC3)C=4C=CC=CN4,Z959983416,327.446,327.446,2.443,-3.496,0,3,46.09,6,https://real.enamine.net/public-enum-files/Z959983416,<rdkit.Chem.rdchem.Mol object at 0x3212121f0>,0.8394949408938795
44136,52258,O=C(NCC1CC1C=2C=CC=CC2)C=3C=CC=C(C3)OC4=CN=CC=N4,Z1233393007,345.395,345.395,2.886,-4.12,1,3,64.11,6,https://real.enamine.net/public-enum-files/Z1233393007,<rdkit.Chem.rdchem.Mol object at 0x321212260>,0.7378938208129183
44137,52259,CC1=CC=C(CNC=2C=CC=C(C2)CN3CCC(CO)CC3)S1,Z1385614051,330.489,330.489,2.793,-3.19,2,3,35.5,6,https://real.enamine.net/public-enum-files/Z1385614051,<rdkit.Chem.rdchem.Mol object at 0x3212122d0>,0.8437521396089391
44138,52260,CC1=NC(=NO1)C2CCCN2C(=O)CC3=CN4C=CSC4=N3,Z1268723474,317.368,317.368,0.124,-2.005,0,4,76.53,3,https://real.enamine.net/public-enum-files/Z1268723474,<rdkit.Chem.rdchem.Mol object at 0x321212340>,0.7381611902504602
44139,52261,COCC1CCCN(C1)C(=O)NCC=2C=CC(=CC2)C3=CC=CN=C3,Z1309018073,339.432,339.432,2.108,-3.662,1,3,54.46,7,https://real.enamine.net/public-enum-files/Z1309018073,<rdkit.Chem.rdchem.Mol object at 0x3212123b0>,0.909076849442386
44140,52263,COCCN1CCC(CNCC=2C=CC(Cl)=C3C=CC=NC23)C1,Z1420513682,333.856,333.856,2.474,-2.43,1,4,37.39,7,https://real.enamine.net/public-enum-files/Z1420513682,<rdkit.Chem.rdchem.Mol object at 0x321212420>,0.8450337190326412
44141,52264,CC1=NC(C)=C(O1)C(=O)NCC=2C=CC(=CC2)OC3CCN(C)CC3,Z2060818566,343.421,343.421,1.427,-2.121,1,4,67.6,6,https://real.enamine.net/public-enum-files/Z2060818566,<rdkit.Chem.rdchem.Mol object at 0x321212490>,0.9039705358609026
44142,52265,CC1=C(N=NN1C2=CC=CC=C2Cl)C(=O)N3C[C@@H](F)C[C@H]3CO,Z2060920128,338.765,338.765,1.8,-3.472,1,4,71.25,4,https://real.enamine.net/public-enum-files/Z2060920128,<rdkit.Chem.rdchem.Mol object at 0x321212500>,0.9256050351454804
44143,52266,O=C(C=1C=CC=C(C1)COC=2C=CC=C(F)C2)N3C[C@@H](F)C[C@H]3CO,Z2060920249,347.357,347.357,2.762,-4.666,1,3,49.77,6,https://real.enamine.net/public-enum-files/Z2060920249,<rdkit.Chem.rdchem.Mol object at 0x321212570>,0.9047155841669872
44144,52267,O=C(C=1C=CN=C(C1)OCC=2C=CC=CC2)N3C[C@@H](F)C[C@H]3CO,Z2060922592,330.354,330.354,1.833,-3.809,1,4,62.66,6,https://real.enamine.net/public-enum-files/Z2060922592,<rdkit.Chem.rdchem.Mol object at 0x3212125e0>,0.9128878049239044
44145,52268,O=C(CC=1C=CC(=CC1)N2C=NN=N2)N3C[C@@H](F)C[C@H]3CO,Z2060925438,305.308,305.308,0.199,-2.27,1,5,84.14,5,https://real.enamine.net/public-enum-files/Z2060925438,<rdkit.Chem.rdchem.Mol object at 0x321212650>,0.8681686559857277
44146,52269,O=C(C1=CC=C2N=CC=CC2=C1)N3C[C@@H](F)C[C@H]3CO,Z2060903371,274.291,274.291,0.976,-3.206,1,3,53.43,3,https://real.enamine.net/public-enum-files/Z2060903371,<rdkit.Chem.rdchem.Mol object at 0x3212126c0>,0.90787804254704
44147,52271,CC=1N=C(SC1C(=O)NCC2CCOC2)C=3C=CC=C(Cl)C3,Z384361446,336.838,336.838,2.763,-4.63,1,3,51.22,5,https://real.enamine.net/public-enum-files/Z384361446,<rdkit.Chem.rdchem.Mol object at 0x321212730>,0.928706906257502
44148,52272,CCC=1C=CC(=CC1)C2=NC(C)=C(S2)C(=O)NCC3CCOC3,Z384361400,330.446,330.446,3.072,-4.91,1,3,51.22,6,https://real.enamine.net/public-enum-files/Z384361400,<rdkit.Chem.rdchem.Mol object at 0x3212127a0>,0.91339356035309
44149,52273,CC=1N=C(SC1C(=O)NCC2CCOC2)C=3C=CC(Cl)=CC3,Z384360744,336.838,336.838,2.763,-4.63,1,3,51.22,5,https://real.enamine.net/public-enum-files/Z384360744,<rdkit.Chem.rdchem.Mol object at 0x321212810>,0.928706906257502
44150,52274,COC=1C=CC=C(C1)N2N=NC(C(=O)NCC3CCOC3)=C2C,Z384357596,316.356,316.356,0.64,-2.4,1,5,78.27,6,https://real.enamine.net/public-enum-files/Z384357596,<rdkit.Chem.rdchem.Mol object at 0x321212880>,0.9006885074390637
