,Unnamed: 0,SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL,mol,QED
8855,10372,CC=1NC=2C=CC=CC2C1C3CCN(CC3)C(=O)NCCC=4C=CC(O)=CC4,Z978780432,377.48,377.48,3.898,-4.303,3,2,68.36,4,https://real.enamine.net/public-enum-files/Z978780432,<rdkit.Chem.rdchem.Mol object at 0x17bb45000>,0.6339711776971088
8856,10373,COC=1C=CC(Cl)=CC1N2CCC(C2)NC(=O)C3(CCC3)C=4C=CC=CC4,Z1022622058,384.9,384.9,4.527,-5.52,1,3,41.57,5,https://real.enamine.net/public-enum-files/Z1022622058,<rdkit.Chem.rdchem.Mol object at 0x17bb45070>,0.8408805197753542
8857,10374,COC1=CC=2CCN(CC2C=C1OC)C(=O)C3CC3C=4C=NN(C)C4,Z910417724,341.405,341.405,0.326,-1.83,0,4,56.59,5,https://real.enamine.net/public-enum-files/Z910417724,<rdkit.Chem.rdchem.Mol object at 0x17bb450e0>,0.8547809894596408
8858,10375,CCC(=O)N1CCCC(C1)C(=O)N2CCC3(CCCCC3)CC2,Z1022471170,320.47,320.47,2.815,-3.992,0,2,40.62,2,https://real.enamine.net/public-enum-files/Z1022471170,<rdkit.Chem.rdchem.Mol object at 0x17bb45150>,0.7836977764835531
8859,10377,O=C(C1CCC(=O)N1)N2CCCCC2CC=3C=CC=CC3,Z1023434246,286.37,286.37,1.743,-2.787,1,2,49.41,4,https://real.enamine.net/public-enum-files/Z1023434246,<rdkit.Chem.rdchem.Mol object at 0x17bb451c0>,0.922201831652559
8860,10378,CC1=NN(C=C1C(=O)N2CCCN3CCCC3C2)C=4C=CC=CC4,Z1023308442,324.421,324.421,1.96,-2.6,0,3,41.37,3,https://real.enamine.net/public-enum-files/Z1023308442,<rdkit.Chem.rdchem.Mol object at 0x17bb45230>,0.852132637249688
8861,10379,O=C(CCC=1C=CC(F)=CC1)N2CCCC2CN3CCCC3,Z890203060,304.403,304.403,2.65,-2.594,0,2,23.55,6,https://real.enamine.net/public-enum-files/Z890203060,<rdkit.Chem.rdchem.Mol object at 0x17bb452a0>,0.8349398058568788
8862,10380,O=C(C=1N=CC=C2C=CC=CC12)N3CCC(CC3)C(=O)N4CCCC4,Z915767234,337.416,337.416,-0.028,-3.936,0,3,53.51,4,https://real.enamine.net/public-enum-files/Z915767234,<rdkit.Chem.rdchem.Mol object at 0x17bb45310>,0.8465581917460966
8863,10381,O=C(CC1=CSC=2C=CC=CC12)N3CCCC(C3)N4C=CC=N4,Z1023981628,325.43,325.43,2.901,-3.397,0,2,38.13,4,https://real.enamine.net/public-enum-files/Z1023981628,<rdkit.Chem.rdchem.Mol object at 0x17bb45380>,0.738994644186549
8864,10382,O=C(CCC1CCCC1)N2CCN(CC3=CN4C=C(Cl)C=CC4=N3)CC2,Z354596508,374.908,374.908,4.077,-4.494,0,3,40.85,5,https://real.enamine.net/public-enum-files/Z354596508,<rdkit.Chem.rdchem.Mol object at 0x17bb453f0>,0.8023858979358726
8865,10383,CC1=CC(C)=NN1C=2C=NC=C(N2)NCC=3C=CN=C(C3)N(C)C,Z1024464254,323.396,323.396,2.2,-1.92,1,6,71.76,5,https://real.enamine.net/public-enum-files/Z1024464254,<rdkit.Chem.rdchem.Mol object at 0x17bb45460>,0.776955411009833
8866,10384,CC(=O)NCC1CCN(CC1)C(=O)C2=CN(CCN(C)C)C3=CC=CC=C23,Z973634516,370.489,370.489,0.777,-2.47,1,3,57.58,6,https://real.enamine.net/public-enum-files/Z973634516,<rdkit.Chem.rdchem.Mol object at 0x17bb454d0>,0.8480349528466912
8867,10385,CC1=NOC(=N1)C(C)NC(=O)NC=2N=CN(CC=3C=CC=CC3)N2,Z1027892168,327.342,327.342,0.891,-3.0,2,5,110.76,7,https://real.enamine.net/public-enum-files/Z1027892168,<rdkit.Chem.rdchem.Mol object at 0x17bb45540>,0.7402065012130157
8868,10386,CC1=NNC(C(=O)N2CCN3CCCCC3C2)=C1Br,Z908772246,327.22,327.22,2.082,-2.88,1,3,52.23,2,https://real.enamine.net/public-enum-files/Z908772246,<rdkit.Chem.rdchem.Mol object at 0x17bb455b0>,0.8556075054406839
8869,10387,CC1=C(NC(=O)C2(CC2)C=3C=CC(F)=CC3)C(=O)N(C=4C=CC=CC4)N1C,Z300100160,365.402,365.402,1.985,-3.528,1,3,52.65,4,https://real.enamine.net/public-enum-files/Z300100160,<rdkit.Chem.rdchem.Mol object at 0x17bb45620>,0.7713200296106267
8870,10388,CC=1C=CC(=CC1)NC(=O)N2CCC(CC2)NC(=O)NC=3C=CC=CC3,Z827021264,352.431,352.431,2.127,-5.075,3,2,73.47,7,https://real.enamine.net/public-enum-files/Z827021264,<rdkit.Chem.rdchem.Mol object at 0x17bb45690>,0.7856911126292139
8871,10389,CCC(CC)(C(=O)N1CCC(CC1)C(N)=O)C=2C=CC(Cl)=CC2,Z1029583742,336.857,336.857,2.291,-4.164,1,2,63.4,6,https://real.enamine.net/public-enum-files/Z1029583742,<rdkit.Chem.rdchem.Mol object at 0x17bb45700>,0.8974512201491159
8872,10390,CN1C=C(C(=O)NC=2C=CN=CC2)C(=N1)C3CCCCC3,Z1030108430,284.357,284.357,2.063,-2.881,1,3,59.81,4,https://real.enamine.net/public-enum-files/Z1030108430,<rdkit.Chem.rdchem.Mol object at 0x17bb45770>,0.9417004945495214
8873,10391,CC(=O)N(C)C1CCN(CC1)C(=O)C2(CCCC2)C3=CC=CC(C)=C3,Z1030336400,342.476,342.476,2.085,-4.218,0,2,40.62,5,https://real.enamine.net/public-enum-files/Z1030336400,<rdkit.Chem.rdchem.Mol object at 0x17bb457e0>,0.8457120994388967
8874,10392,COC=1C=CC(=CC1)CN(C)C2CC(=O)N(C2=O)C3CC3,Z295866236,288.342,288.342,2.925,-2.7,0,4,49.85,5,https://real.enamine.net/public-enum-files/Z295866236,<rdkit.Chem.rdchem.Mol object at 0x17bb45850>,0.7689018483946317
8875,10393,COC1=CC(=CC(=C1)OC)NC2CCCN(C2)C(=O)C3C4CCCCC34,Z1453210589,358.475,358.475,3.517,-4.692,1,4,50.8,5,https://real.enamine.net/public-enum-files/Z1453210589,<rdkit.Chem.rdchem.Mol object at 0x17bb458c0>,0.8746012616990527
8876,10396,CC=1C=CC=CC1NC(=O)CN2CCCCC2C(N)=O,Z46442841,275.347,275.347,1.259,-2.416,2,3,75.43,5,https://real.enamine.net/public-enum-files/Z46442841,<rdkit.Chem.rdchem.Mol object at 0x17bb45930>,0.8686710977464636
8877,10397,CC=1C=CC(NC(=O)CN2CCCCC2C(N)=O)=C(C)C1,Z46442916,289.373,289.373,1.758,-2.915,2,3,75.43,5,https://real.enamine.net/public-enum-files/Z46442916,<rdkit.Chem.rdchem.Mol object at 0x17bb459a0>,0.8833826099899489
8878,10398,COC1=CC=2CCN(CC=3C=CC(=CC3)N4C=CC=N4)CC2C=C1OC,Z124427660,349.427,349.427,3.741,-2.783,0,4,39.52,5,https://real.enamine.net/public-enum-files/Z124427660,<rdkit.Chem.rdchem.Mol object at 0x17bb45a10>,0.7072808290935008
8879,10399,COC=1C=CC=C(C1)NC(=O)CN2CCN(CC2)C3CCCC3,Z354580672,317.427,317.427,1.821,-1.972,1,4,44.81,5,https://real.enamine.net/public-enum-files/Z354580672,<rdkit.Chem.rdchem.Mol object at 0x17bb45a80>,0.9041014128756624
8880,10400,COC1=CC=2CCN(CC2C=C1OC)C(C)C(=O)N3CCCCC3,Z44552774,332.438,332.438,2.772,-2.417,0,4,42.01,5,https://real.enamine.net/public-enum-files/Z44552774,<rdkit.Chem.rdchem.Mol object at 0x17bb45af0>,0.8493423495815344
8881,10401,CC(SC1=NN=C2C=CC=CN12)C(=O)NC=3N=CC(Cl)=CC3Cl,Z20241870,368.242,368.242,2.049,-6.3,1,4,72.18,5,https://real.enamine.net/public-enum-files/Z20241870,<rdkit.Chem.rdchem.Mol object at 0x17bb45b60>,0.7133849494676744
8882,10402,O=C(CSC1=NN=C2C=CC=CN12)NC=3C=CC(Cl)=CN3,Z20241240,319.771,319.771,1.837,-4.84,1,4,72.18,5,https://real.enamine.net/public-enum-files/Z20241240,<rdkit.Chem.rdchem.Mol object at 0x17bb45bd0>,0.7480400552995854
8883,10404,COC=1C=CC=C(C1)NC(=O)CN2CCN(CC2)C3=CC=CC(C)=C3C,Z31001323,353.459,353.459,4.308,-4.006,1,4,44.81,5,https://real.enamine.net/public-enum-files/Z31001323,<rdkit.Chem.rdchem.Mol object at 0x17bb45c40>,0.897248707228093
8884,10405,O=C(CN1CCN(CC1)C=2C=CC=CN2)NC=3C=CC=C(C3)C(F)(F)F,Z30996319,364.366,364.366,3.67,-3.652,1,4,48.47,5,https://real.enamine.net/public-enum-files/Z30996319,<rdkit.Chem.rdchem.Mol object at 0x17bb45cb0>,0.9064538972815656
8885,10407,CC(C)CN1CCCN(CC1)C(=O)C=2C=CC(F)=CC2,Z327167496,278.366,278.366,2.815,-3.206,0,2,23.55,4,https://real.enamine.net/public-enum-files/Z327167496,<rdkit.Chem.rdchem.Mol object at 0x17bb45d20>,0.8483317802606113
8886,10410,CN(C)C(=O)CN1CCN(CCN2C(=O)OC=3C=CC=CC32)CC1,Z354460172,332.398,332.398,-0.002,-0.9,0,5,56.33,6,https://real.enamine.net/public-enum-files/Z354460172,<rdkit.Chem.rdchem.Mol object at 0x17bb45d90>,0.7880846784601492
8887,10411,CC1CC=2C=CC=CC2N1CC(=O)N3CCN(CC=4C=CC=CC4)CC3,Z30956571,349.47,349.47,4.838,-3.663,0,3,26.79,5,https://real.enamine.net/public-enum-files/Z30956571,<rdkit.Chem.rdchem.Mol object at 0x17bb45e00>,0.8492067639005488
8888,10413,CC=1C=CC(C)=C(C1)N2C=NN=C2SCC(=O)NC3=CC=NN3C4CCCC4,Z20953328,396.511,396.511,3.364,-5.85,1,4,77.63,7,https://real.enamine.net/public-enum-files/Z20953328,<rdkit.Chem.rdchem.Mol object at 0x17bb45e70>,0.6390006896271248
8889,10416,CC(C)C(=O)N1CCN(CC2=NC=3C=C(Cl)C=CC3N2C)CC1,Z643615968,334.844,334.844,2.486,-2.508,0,3,41.37,4,https://real.enamine.net/public-enum-files/Z643615968,<rdkit.Chem.rdchem.Mol object at 0x17bb45ee0>,0.8657999715594435
8890,10417,C=1C=CC=2OC(=NC2C1)N3CCN(CC3)C=4N=CC=CN4,Z244390036,281.313,281.313,1.699,-3.691,0,5,58.29,2,https://real.enamine.net/public-enum-files/Z244390036,<rdkit.Chem.rdchem.Mol object at 0x17bb45f50>,0.7152641981999809
