,SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL,mol,QED
5952,CN1CCN(CC2CCN(CC2)C(=O)C3=CC=C4CCCC4=C3)CC1,Z815411608,341.491,341.491,1.347,-3.089,0,3,26.79,4,https://real.enamine.net/public-enum-files/Z815411608,<rdkit.Chem.rdchem.Mol object at 0x1692e0b30>,0.8438320689571122
5953,COC=1C=CC=C(C1)N2CCN(CC2)C(=O)C3=CC4=CC(=CC(OC)=C4N3)OC,Z287156940,395.453,395.453,3.168,-5.11,1,5,67.03,5,https://real.enamine.net/public-enum-files/Z287156940,<rdkit.Chem.rdchem.Mol object at 0x1692e0ba0>,0.7188871257526195
5954,O=C(CN1C(=O)OC=2C=CC=CC21)N(C3CCCCC3)C4CCCCC4,Z15399878,356.459,356.459,4.814,-4.882,0,3,49.85,4,https://real.enamine.net/public-enum-files/Z15399878,<rdkit.Chem.rdchem.Mol object at 0x1692e0c10>,0.8290080347842443
5955,CC1CCCC(C)N1C(=O)CN2C(=O)OC=3C=CC=CC32,Z15400581,288.342,288.342,2.704,-2.939,0,3,49.85,3,https://real.enamine.net/public-enum-files/Z15400581,<rdkit.Chem.rdchem.Mol object at 0x1692e0c80>,0.8522592541805749
5956,CC1=CC=C(NC(=O)NC2CCN(CC=3C=CN=CC3)CC2)C(C)=C1,Z594301366,338.448,338.448,1.888,-3.277,2,3,57.26,4,https://real.enamine.net/public-enum-files/Z594301366,<rdkit.Chem.rdchem.Mol object at 0x1692e0cf0>,0.8971485118745588
5957,O=C(CN1C(=O)OC=2C=CC=CC21)N3CCC(CC=4C=CC=CC4)CC3,Z15400351,350.412,350.412,3.603,-4.327,0,3,49.85,4,https://real.enamine.net/public-enum-files/Z15400351,<rdkit.Chem.rdchem.Mol object at 0x1692e0d60>,0.7265486373050202
5958,O=C(NC=1C=CC=C(C1)C(F)(F)F)NC2CCN(CC=3C=CN=CC3)CC2,Z594318330,378.392,378.392,2.862,-3.498,2,3,57.26,5,https://real.enamine.net/public-enum-files/Z594318330,<rdkit.Chem.rdchem.Mol object at 0x1692e0dd0>,0.8488222991015563
5960,CN1CCC(CC1=O)C(=O)N2CCN(CC2)C=3C=CC(F)=CC3,Z300242082,319.375,319.375,1.818,-2.69,0,3,43.86,3,https://real.enamine.net/public-enum-files/Z300242082,<rdkit.Chem.rdchem.Mol object at 0x1692e0eb0>,0.8262533444967809
5961,CC=1C=C(NC(=O)C2=CN=C(S2)C=3C=CC=CC3)N(C)N1,Z423592212,298.365,298.365,2.565,-3.911,1,3,59.81,4,https://real.enamine.net/public-enum-files/Z423592212,<rdkit.Chem.rdchem.Mol object at 0x1692e0f20>,0.807966572001108
5962,CCCCC1=NC=2C=C(C=CC2N1)NC(=O)C=3C=CC(=O)N(CCCC)N3,Z826613084,367.446,367.446,3.48,-5.17,2,4,90.45,8,https://real.enamine.net/public-enum-files/Z826613084,<rdkit.Chem.rdchem.Mol object at 0x1692e0f90>,0.6370238176182778
5963,CC(C(=O)N1CCC(C)CC1)N2CCN(CC2)C3=CC=CC=C3O,Z46200833,331.453,331.453,2.934,-2.754,1,4,47.02,4,https://real.enamine.net/public-enum-files/Z46200833,<rdkit.Chem.rdchem.Mol object at 0x1692e1000>,0.9219761090731617
5964,CCN1C(=NN=C1C=2C=CC(Cl)=CC2)SC(C(N)=O)C=3C=CC(F)=CC3,Z224060134,390.864,390.864,2.874,-6.827,1,3,73.8,6,https://real.enamine.net/public-enum-files/Z224060134,<rdkit.Chem.rdchem.Mol object at 0x1692e1070>,0.6434860020227477
5965,CCN1C(=NN=C1C=2C=CC=CC2)SC(C(N)=O)C=3C=CC(F)=CC3,Z224068760,356.419,356.419,2.157,-6.125,1,3,73.8,6,https://real.enamine.net/public-enum-files/Z224068760,<rdkit.Chem.rdchem.Mol object at 0x1692e10e0>,0.6869152554942681
5966,CCN1N=C(C(=O)OCC2=CSC(C)=N2)C=3C=CC=CC3C1=O,Z15462052,329.375,329.375,1.78,-3.38,0,4,71.86,5,https://real.enamine.net/public-enum-files/Z15462052,<rdkit.Chem.rdchem.Mol object at 0x1692e1150>,0.6877350770375462
5967,COC=1C=CC(F)=CC1C2=CSC(=N2)NC(=O)C=3C=NC(C)=CN3,Z424341792,344.365,344.365,2.35,-3.863,1,5,77.0,5,https://real.enamine.net/public-enum-files/Z424341792,<rdkit.Chem.rdchem.Mol object at 0x1692e11c0>,0.785603719274196
5968,CC=1C=CC=CC1C(NC(=O)C2=CN=NN2C)C(C)(C)C,Z1984183452,286.373,286.373,2.772,-3.042,1,3,59.81,5,https://real.enamine.net/public-enum-files/Z1984183452,<rdkit.Chem.rdchem.Mol object at 0x1692e1230>,0.9432705238712723
5969,CC1CC=2C=CC=CC2N1C(=O)C=3C=CC(=CC3)N4CCCC(C4)C(N)=O,Z804315274,363.454,363.454,2.697,-4.85,1,3,66.64,3,https://real.enamine.net/public-enum-files/Z804315274,<rdkit.Chem.rdchem.Mol object at 0x1692e12a0>,0.9116012156955651
5970,NC(=O)C1(CCCCC1)NC(=O)CN2C=CC3=CC=C(Cl)C=C32,Z810643914,333.813,333.813,3.366,-4.427,2,2,77.12,5,https://real.enamine.net/public-enum-files/Z810643914,<rdkit.Chem.rdchem.Mol object at 0x1692e1310>,0.9017969246505302
5971,COC=1C=CC(NC(C)=O)=C(C1)NC(=O)C=2C=CN=C3C=CC=CC23,Z1147803004,335.357,335.357,2.111,-4.281,2,4,80.32,6,https://real.enamine.net/public-enum-files/Z1147803004,<rdkit.Chem.rdchem.Mol object at 0x1692e1380>,0.7650617016418072
5972,COC1=CC=C2N=C(C=CC2=C1)C(=O)N3CCOC4CCCC43,Z804517940,312.364,312.364,2.161,-3.988,0,4,51.66,3,https://real.enamine.net/public-enum-files/Z804517940,<rdkit.Chem.rdchem.Mol object at 0x1692e13f0>,0.855233134281526
5973,CC1C=2NC=3C=CC=CC3C2CCN1C(=O)COC4CCCCC4,Z738733812,326.433,326.433,3.504,-4.62,1,2,45.33,3,https://real.enamine.net/public-enum-files/Z738733812,<rdkit.Chem.rdchem.Mol object at 0x1692e1460>,0.9276226724350509
5974,CCS(=O)(=O)C=1C=CC(=CC1)C(=O)N2CCCCC3=CC=CC=C32,Z917364928,343.442,343.442,2.905,-4.987,0,3,54.45,4,https://real.enamine.net/public-enum-files/Z917364928,<rdkit.Chem.rdchem.Mol object at 0x1692e14d0>,0.8574154275615534
5975,CC1CC=2C=CC=CC2N1C(=O)C=3C=CN(N3)C=4C=CC=CC4,Z391927294,303.359,303.359,3.493,-4.403,0,2,38.13,2,https://real.enamine.net/public-enum-files/Z391927294,<rdkit.Chem.rdchem.Mol object at 0x1692e1540>,0.7268765100494743
5976,CCC(CNC(=O)C(CC=1C=CC=CC1)N2C=NN=N2)C=3C=CC=CC3,Z109659578,349.43,349.43,3.572,-4.45,1,4,72.7,8,https://real.enamine.net/public-enum-files/Z109659578,<rdkit.Chem.rdchem.Mol object at 0x1692e15b0>,0.6786109436880511
5978,CC1(CCC(=O)NC1)C(=O)NCCC=2C=CC=CC2,Z1983027028,260.332,260.332,1.013,-1.744,2,2,58.2,5,https://real.enamine.net/public-enum-files/Z1983027028,<rdkit.Chem.rdchem.Mol object at 0x1692e1690>,0.8560247584615549
5979,CC(C)N1CCCC(CNC(=O)C2OC=3C=CC=CC3OC2C)C1,Z920801222,332.438,332.438,2.835,-3.37,1,4,50.8,5,https://real.enamine.net/public-enum-files/Z920801222,<rdkit.Chem.rdchem.Mol object at 0x1692e1700>,0.9200896390117335
5980,CN(C)C(=O)C1CCCN(C1)C(=O)C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F,Z920778500,396.328,396.328,3.002,-4.53,0,2,40.62,4,https://real.enamine.net/public-enum-files/Z920778500,<rdkit.Chem.rdchem.Mol object at 0x1692e1770>,0.7162566892311436
5982,O=C(C=1C=C(NN1)C=2C=CC=CC2)N3CCN4CCCCC4C3,Z908777908,310.394,310.394,2.961,-3.592,1,3,52.23,3,https://real.enamine.net/public-enum-files/Z908777908,<rdkit.Chem.rdchem.Mol object at 0x1692e1850>,0.9264206110991057
5985,O=C(NC1CC1)N2CCC(CC2)NC=3C=CC(F)=CC3,Z827567752,277.338,277.338,2.128,-3.21,2,2,44.37,5,https://real.enamine.net/public-enum-files/Z827567752,<rdkit.Chem.rdchem.Mol object at 0x1692e19a0>,0.8915895374039813
5986,O=C(C=1C=C(NN1)C=2C=CC(F)=CC2)N3CCCC4CCCCC43,Z368217112,327.397,327.397,4.227,-5.8,1,2,48.99,3,https://real.enamine.net/public-enum-files/Z368217112,<rdkit.Chem.rdchem.Mol object at 0x1692e1a10>,0.9057799553184821
5988,O=C(C=1C=C(F)C=C(F)C1)N2CCCC=3C=CC(F)=CC32,Z431612196,291.268,291.268,3.571,-4.938,0,1,20.31,2,https://real.enamine.net/public-enum-files/Z431612196,<rdkit.Chem.rdchem.Mol object at 0x1692e1af0>,0.784289127777223
5989,CC(=O)NC1=NC(=CS1)C(=O)N(C)C2CCC(CC2)C=3C=CC=CC3,Z770242966,357.472,357.472,2.695,-4.67,1,3,62.3,6,https://real.enamine.net/public-enum-files/Z770242966,<rdkit.Chem.rdchem.Mol object at 0x1692e1b60>,0.9025420417539668
5990,NC(=O)CN1CCN(CC1)C(=O)C=2C=CC=3CCCC3C2,Z221174334,287.358,287.358,1.35,-3.094,1,3,66.64,4,https://real.enamine.net/public-enum-files/Z221174334,<rdkit.Chem.rdchem.Mol object at 0x1692e1bd0>,0.8758501863413299
5991,CC1=C(NC(=O)C=2C=CC=NC2)C(=O)N(C=3C=CC=CC3)N1C,Z27661938,308.335,308.335,0.127,-2.377,1,4,65.54,3,https://real.enamine.net/public-enum-files/Z27661938,<rdkit.Chem.rdchem.Mol object at 0x1692e1c40>,0.8056552870161475
5992,COC=1C=CC(=CC1)C(=O)NC=2C=CC=C(C2)OCC(=O)N3CCCC3,Z393860676,354.401,354.401,2.393,-4.353,1,4,67.87,6,https://real.enamine.net/public-enum-files/Z393860676,<rdkit.Chem.rdchem.Mol object at 0x1692e1cb0>,0.8659984556678048
5994,CC1=NC(=NO1)C2(CCCC2)NC(=O)C=3C=CC(=NC3)C(F)(F)F,Z280501090,340.301,340.301,2.147,-3.124,1,4,80.91,5,https://real.enamine.net/public-enum-files/Z280501090,<rdkit.Chem.rdchem.Mol object at 0x1692e1d90>,0.9288818488888679
5996,COC=1C=C2CCN(CC2=CC1OC)C(=O)NCC=3C=C(F)C=C(F)C3,Z369967346,362.371,362.371,3.173,-4.047,1,3,50.8,4,https://real.enamine.net/public-enum-files/Z369967346,<rdkit.Chem.rdchem.Mol object at 0x1692e1e70>,0.9084296846054709
5997,CCC1=NN(C)C=C1NC(=O)CC=2C=NN(C)C2,Z1585072437,247.297,247.297,-0.736,0.25,1,3,64.74,5,https://real.enamine.net/public-enum-files/Z1585072437,<rdkit.Chem.rdchem.Mol object at 0x1692e1ee0>,0.8725475277864687
5998,CC1=NC(=CS1)CSC2=NN=C(C=3C=CC(Cl)=CC3)N2C,Z15835532,336.865,336.865,2.975,-5.016,0,3,43.6,4,https://real.enamine.net/public-enum-files/Z15835532,<rdkit.Chem.rdchem.Mol object at 0x1692e1f50>,0.6698593669712569
6000,CC=1C=CC(Cl)=C(C1)OC(C)C(=O)N2CCN(CC2)C=3C=CC=CC3,Z134313556,358.862,358.862,4.795,-5.591,0,3,32.78,5,https://real.enamine.net/public-enum-files/Z134313556,<rdkit.Chem.rdchem.Mol object at 0x1692e2030>,0.8337446582629648
6001,COC=1C=CC=C(C(=O)N2CCN(CC2)C(C)=O)C1OC,Z31727420,292.331,292.331,0.251,-2.46,0,4,59.08,5,https://real.enamine.net/public-enum-files/Z31727420,<rdkit.Chem.rdchem.Mol object at 0x1692e20a0>,0.8339848063905624
6002,COC=1C=CC(=CC1OC)C(=O)N2CCN(CC2)C(C)=O,Z31727524,292.331,292.331,0.251,-2.46,0,4,59.08,5,https://real.enamine.net/public-enum-files/Z31727524,<rdkit.Chem.rdchem.Mol object at 0x1692e2110>,0.8339848063905624
6003,O=C(O)[C@H]1C[C@@H](O)CN1S(=O)(=O)C=2C=CC=NC2,Z1250094021,272.279,272.279,-0.953,-0.967,2,6,107.8,3,https://real.enamine.net/public-enum-files/Z1250094021,<rdkit.Chem.rdchem.Mol object at 0x1692e2180>,0.7522628840970562
6004,CC(C(=O)NC=1C=CC(Cl)=CC1)N2CCN(CC2)C(=O)C3CC3,Z46519533,335.829,335.829,2.737,-3.22,1,3,52.65,6,https://real.enamine.net/public-enum-files/Z46519533,<rdkit.Chem.rdchem.Mol object at 0x1692e21f0>,0.9176092965474615
6005,O=C(C1=CN(C=2C=C(Cl)C(F)=CC2C1=O)C3CC3)N(CC(F)F)C4CC4,Z1430719246,384.78,384.78,1.589,-4.609,0,3,40.62,5,https://real.enamine.net/public-enum-files/Z1430719246,<rdkit.Chem.rdchem.Mol object at 0x1692e2260>,0.7816274637693447
6007,CC(O)CN1CCN(CC1)C(=O)CC=2C=CC=C(Cl)C2,Z1139361438,296.793,296.793,2.253,-2.023,1,3,43.78,5,https://real.enamine.net/public-enum-files/Z1139361438,<rdkit.Chem.rdchem.Mol object at 0x1692e2340>,0.91349552512278
6009,N#CC(C(=O)CN1N=CC2=CC=CC=C21)C3=NC=4C=CC=CC4N3,Z1151050418,315.33,315.33,1.779,-3.648,1,4,87.36,4,https://real.enamine.net/public-enum-files/Z1151050418,<rdkit.Chem.rdchem.Mol object at 0x1692e2420>,0.6270310798130516
6010,COC=1C=C(C=CC1OCC2CCCO2)CNC(=O)C3CC3,Z421643844,305.37,305.37,1.557,-2.51,1,4,56.79,8,https://real.enamine.net/public-enum-files/Z421643844,<rdkit.Chem.rdchem.Mol object at 0x1692e2490>,0.8394562239300039
6011,N#CC=1C=CC(=CC1)OCCN2C(=O)NC(CC3=CNC4=CC=CC=C34)C2=O,Z16202920,374.394,374.394,2.682,-5.094,2,4,98.22,6,https://real.enamine.net/public-enum-files/Z16202920,<rdkit.Chem.rdchem.Mol object at 0x1692e2500>,0.648057333739799
6012,O=C1NC(CC2=CNC3=CC=CC=C23)C(=O)N1CC4CCCCC4,Z16202927,325.406,325.406,3.512,-5.399,2,2,65.2,4,https://real.enamine.net/public-enum-files/Z16202927,<rdkit.Chem.rdchem.Mol object at 0x1692e2570>,0.8478366345013507
6013,O=C(CN1CCN(CC1)C(=O)COC=2C=CC(Cl)=CC2)NC3CC3,Z102128726,351.828,351.828,2.576,-2.892,1,4,61.88,6,https://real.enamine.net/public-enum-files/Z102128726,<rdkit.Chem.rdchem.Mol object at 0x1692e25e0>,0.8346246530918193
6014,O=C1NC(CC2=CNC=3C=CC=CC23)C(=O)N1CC=4C=CC(Br)=CC4,Z16202949,398.254,398.254,3.493,-5.653,2,2,65.2,4,https://real.enamine.net/public-enum-files/Z16202949,<rdkit.Chem.rdchem.Mol object at 0x1692e2650>,0.660105013103343
6015,N#CC=1C=CC=CC1CN2C(=O)NC(CC3=CNC4=CC=CC=C34)C2=O,Z16202557,344.368,344.368,2.203,-4.922,2,3,88.99,4,https://real.enamine.net/public-enum-files/Z16202557,<rdkit.Chem.rdchem.Mol object at 0x1692e26c0>,0.7132635791090344
6016,CN(C)C=1C=CC(=CC1NC(=O)C2=CN3C=CC=CC3=N2)C(F)(F)F,Z28938054,348.323,348.323,4.241,-4.181,1,3,49.64,5,https://real.enamine.net/public-enum-files/Z28938054,<rdkit.Chem.rdchem.Mol object at 0x1692e2730>,0.7856635799339522
6017,O=C(NCC=1C=CC=NC1OCC(F)(F)F)N2CCCCCC2,Z509248346,331.334,331.334,3.144,-3.569,1,3,54.46,7,https://real.enamine.net/public-enum-files/Z509248346,<rdkit.Chem.rdchem.Mol object at 0x1692e27a0>,0.9222356910703462
6018,COC=1C=C(C=C(C1)C(=O)N2CCN(CC2)C=3C=CC=CN3)OC,Z26735869,327.378,327.378,2.064,-3.461,0,5,54.9,5,https://real.enamine.net/public-enum-files/Z26735869,<rdkit.Chem.rdchem.Mol object at 0x1692e2810>,0.8602779821830487
6019,CNC(=O)C=1C=CC=C(C1)NC(=O)CN2N=C(C=CC2=O)C=3C=CC=CC3,Z642149896,362.383,362.383,0.276,-4.383,2,4,90.87,5,https://real.enamine.net/public-enum-files/Z642149896,<rdkit.Chem.rdchem.Mol object at 0x1692e2880>,0.725027727753309
6020,CN(C)C(=O)CC=1C=CC(=CC1)NC(=O)C2=CC=C(S2)C=3C=CC(F)=CC3,Z509266624,382.453,382.453,3.568,-5.787,1,2,49.41,5,https://real.enamine.net/public-enum-files/Z509266624,<rdkit.Chem.rdchem.Mol object at 0x1692e28f0>,0.709328958936671
6021,O=C(NCCN1CCC=2C=CC=CC2C1)C3=CC=C4CCCC4=C3,Z333696522,320.429,320.429,4.143,-4.648,1,2,32.34,5,https://real.enamine.net/public-enum-files/Z333696522,<rdkit.Chem.rdchem.Mol object at 0x1692e2960>,0.9391992476824689
6023,O=C(CC1CC2CCC1C2)N3CCN(CC3)C=4N=CC=CN4,Z26445383,300.399,300.399,2.391,-4.332,0,4,49.33,4,https://real.enamine.net/public-enum-files/Z26445383,<rdkit.Chem.rdchem.Mol object at 0x1692e2a40>,0.8559368167282113
6024,O=C(NCC1(CC1)C=2C=CC(F)=CC2)C3CCN(CC3)C(=O)C=4C=CC(F)=CC4,Z509410190,398.447,398.447,2.292,-4.5,1,2,49.41,5,https://real.enamine.net/public-enum-files/Z509410190,<rdkit.Chem.rdchem.Mol object at 0x1692e2ab0>,0.835670700199779
6026,O=C(NC=1C=CC=C(C1)C2=NN=CO2)N3CCCC(C3)C(F)(F)F,Z413063070,340.301,340.301,0.835,-4.84,1,3,71.26,5,https://real.enamine.net/public-enum-files/Z413063070,<rdkit.Chem.rdchem.Mol object at 0x1692e2b90>,0.9075581110633846
6027,COCC(=O)N1CCN(CC1)C(=O)CCN2N=NC=3C=CC=CC3C2=O,Z437640586,359.381,359.381,0.74,-2.249,0,6,94.88,5,https://real.enamine.net/public-enum-files/Z437640586,<rdkit.Chem.rdchem.Mol object at 0x1692e2c00>,0.713811624258269
6028,O=C1NC2(CCCC2)C(=O)N1CCCC=3C=CC=CC3,Z16395456,272.343,272.343,2.843,-3.593,1,2,49.41,4,https://real.enamine.net/public-enum-files/Z16395456,<rdkit.Chem.rdchem.Mol object at 0x1692e2c70>,0.8560465690778695
6029,CN1CCC(CC1=O)C(=O)N2CCN(CC2)C=3N=CC=CC3C#N,Z300961086,327.382,327.382,0.186,-2.109,0,5,80.54,3,https://real.enamine.net/public-enum-files/Z300961086,<rdkit.Chem.rdchem.Mol object at 0x1692e2ce0>,0.7886859567715235
6030,O=C(CN1C(=O)COC=2C=CC=CC21)N(CC=3C=CC(F)=CC3F)C4CC4,Z338273874,372.366,372.366,3.353,-4.925,0,3,49.85,5,https://real.enamine.net/public-enum-files/Z338273874,<rdkit.Chem.rdchem.Mol object at 0x1692e2d50>,0.8110387601076381
6031,CC1=C(NC(=O)C2=CC=NN2C)C(=O)N(C=3C=CC=CC3)N1C,Z915477154,311.339,311.339,-0.291,-1.897,1,4,70.47,4,https://real.enamine.net/public-enum-files/Z915477154,<rdkit.Chem.rdchem.Mol object at 0x1692e2dc0>,0.7957935596782126
6032,ClC1=CC=CC(Cl)=C1CN2N=NC(=N2)C=3C=CC=CC3,Z16422668,305.162,305.162,4.875,-5.178,0,3,43.6,3,,<rdkit.Chem.rdchem.Mol object at 0x1692e2e30>,0.7408907061212131
6033,CC=1C=CC=CC1C=2N=NN(CC(=O)NC=3C=CC(Cl)=CC3F)N2,Z16526367,345.759,345.759,3.433,-5.38,1,4,72.7,5,https://real.enamine.net/public-enum-files/Z16526367,<rdkit.Chem.rdchem.Mol object at 0x1692e2ea0>,0.7883198680917577
6036,O=C(C1=CN2C=CC=CC2=N1)N3CCS(=O)(=O)CC3,Z1128980406,279.317,279.317,-0.586,-1.923,0,4,71.75,2,https://real.enamine.net/public-enum-files/Z1128980406,<rdkit.Chem.rdchem.Mol object at 0x1692e2ff0>,0.7476043011173584
6037,CCOCC=1C=CC=CC1CNC(=O)N2CCC=3C=C(OC)C(=CC3C2)OC,Z369969324,384.47,384.47,3.024,-3.768,1,4,60.03,7,https://real.enamine.net/public-enum-files/Z369969324,<rdkit.Chem.rdchem.Mol object at 0x1692e3060>,0.7936590581383927
6038,COC=1C=CC(=CC1)C2=CCN(CC2)C(=O)CCC3=CNC=4C=CC=CC34,Z437714816,360.45,360.45,3.291,-5.14,1,2,45.33,5,https://real.enamine.net/public-enum-files/Z437714816,<rdkit.Chem.rdchem.Mol object at 0x1692e30d0>,0.731732101638891
6039,COC=1C=C(C=C(C1)C(=O)N2CCN(CC2)C=3C=CC(=CN3)C(F)(F)F)OC,Z27280260,395.376,395.376,3.095,-4.427,0,5,54.9,5,https://real.enamine.net/public-enum-files/Z27280260,<rdkit.Chem.rdchem.Mol object at 0x1692e3140>,0.7965469223259206
6040,CN1CCCCC1CN2CCN(CC2)C(=O)C=3C=CC(C#N)=CC3,Z1148741556,326.437,326.437,1.618,-2.318,0,4,50.58,4,https://real.enamine.net/public-enum-files/Z1148741556,<rdkit.Chem.rdchem.Mol object at 0x1692e31b0>,0.8498172741805403
6041,CN(CC1CCN(CC=2C=CC=CC2)C1)C(=O)C3CC3(C)C,Z1498637330,300.439,300.439,2.986,-2.918,0,2,23.55,5,https://real.enamine.net/public-enum-files/Z1498637330,<rdkit.Chem.rdchem.Mol object at 0x1692e3220>,0.8343453863030883
6042,CC=1C=CC(=CC1)CC(=O)N2CCN(CC3CCCCN3C)CC2,Z1148741520,329.481,329.481,2.982,-2.05,0,3,26.79,5,https://real.enamine.net/public-enum-files/Z1148741520,<rdkit.Chem.rdchem.Mol object at 0x1692e3290>,0.8469310220803855
6043,COC=1C=C2CCN(CC2=CC1OC)C(=O)NCCN3CCC4=CC=CC=C4C3,Z332571578,395.496,395.496,3.59,-3.331,1,4,54.04,5,https://real.enamine.net/public-enum-files/Z332571578,<rdkit.Chem.rdchem.Mol object at 0x1692e3300>,0.8459618177657623
6045,CC1CCCN(CCNC(=O)NC=2C=CC=CN2)C1,Z511185674,262.351,262.351,2.518,-1.875,2,3,57.26,6,https://real.enamine.net/public-enum-files/Z511185674,<rdkit.Chem.rdchem.Mol object at 0x1692e33e0>,0.8715007956325843
6047,COC=1C=CC(=CC1)C(=O)N2CCN(CC2)C(=O)C=3C=CC=CC3,Z26979713,324.374,324.374,2.158,-4.402,0,3,49.85,5,https://real.enamine.net/public-enum-files/Z26979713,<rdkit.Chem.rdchem.Mol object at 0x1692e34c0>,0.8703026567663084
6048,CCOC=1C=CC=CC1N2CCN(CC(=O)NC=3C=CC=CC3CC)CC2,Z46188213,367.486,367.486,3.929,-4.338,1,4,44.81,7,https://real.enamine.net/public-enum-files/Z46188213,<rdkit.Chem.rdchem.Mol object at 0x1692e3530>,0.8145636126432919
6050,CC(SC1=NN=C(C=2C=CC=CC2F)N1C)C=3C=CC=CC3,Z24311176,313.394,313.394,3.871,-6.157,0,2,30.71,4,https://real.enamine.net/public-enum-files/Z24311176,<rdkit.Chem.rdchem.Mol object at 0x1692e3610>,0.665626608967616
6051,O=C(NC1CCCN(C1)C=2N=CC=CN2)C3COC4=CC=CC=C4O3,Z511356218,340.377,340.377,1.745,-4.098,1,6,76.58,3,https://real.enamine.net/public-enum-files/Z511356218,<rdkit.Chem.rdchem.Mol object at 0x1692e3680>,0.9101769545490994
6052,CC(C)N1CCN(CC=2C=CC(Cl)=CC2)CC1,Z106290312,252.783,252.783,4.001,-1.854,0,2,6.48,3,https://real.enamine.net/public-enum-files/Z106290312,<rdkit.Chem.rdchem.Mol object at 0x1692e36f0>,0.8163974280416243
6053,O=C(C=1C=CC(=CC1)CN2CCC=3SC=CC3C2)N4CCCC4,Z225167094,326.458,326.458,2.774,-3.65,0,2,23.55,4,https://real.enamine.net/public-enum-files/Z225167094,<rdkit.Chem.rdchem.Mol object at 0x1692e3760>,0.8611414788357812
6054,O=C(C(C=1C=CC=CC1)N2CCC=3SC=CC3C2)N4CCCCC4,Z225162730,340.484,340.484,4.411,-3.916,0,2,23.55,4,https://real.enamine.net/public-enum-files/Z225162730,<rdkit.Chem.rdchem.Mol object at 0x1692e37d0>,0.8469413707747485
6055,O=C(CN1CCC(CC1)C2=CNC=3C=CC=CC23)N4CCC=5C=CC=CC5C4,Z225097214,373.492,373.492,4.053,-4.193,1,2,39.34,3,https://real.enamine.net/public-enum-files/Z225097214,<rdkit.Chem.rdchem.Mol object at 0x1692e3840>,0.7554855181484753
6056,CNC(=O)C1CCN(CC=2C=CC=C(C2)OC)CC1,Z216237102,262.348,262.348,0.687,-1.344,1,3,41.57,5,https://real.enamine.net/public-enum-files/Z216237102,<rdkit.Chem.rdchem.Mol object at 0x1692e38b0>,0.8968793559435186
6057,NC(=O)C=1C=CC=C(C1)CN2CCC(CC2)C3=CNC=4C=CC=CC34,Z371818150,333.428,333.428,3.08,-3.928,2,2,62.12,4,https://real.enamine.net/public-enum-files/Z371818150,<rdkit.Chem.rdchem.Mol object at 0x1692e3920>,0.7654295580304264
6058,O=C(NCCN1CCN(CC1)C=2C=CC=CC2)C3=CC4=C(F)C=CC=C4N3,Z371643630,366.433,366.433,4.081,-4.82,2,3,51.37,5,https://real.enamine.net/public-enum-files/Z371643630,<rdkit.Chem.rdchem.Mol object at 0x1692e3990>,0.730103831771922
6059,O=C(CN1C(=O)COC=2C=CC=CC21)N3CCOC4CCCCC43,Z511579516,330.379,330.379,2.331,-3.821,0,4,59.08,3,https://real.enamine.net/public-enum-files/Z511579516,<rdkit.Chem.rdchem.Mol object at 0x1692e3a00>,0.8260530716201286
6060,CC=1C=CC=C(C1)N2CCN(CC2)C(=O)C=3C=C(NN3)C=4C=CC=CC4,Z168633850,346.427,346.427,4.097,-5.524,1,3,52.23,3,https://real.enamine.net/public-enum-files/Z168633850,<rdkit.Chem.rdchem.Mol object at 0x1692e3a70>,0.7912099585607911
6061,COC1=CC(=CC(=C1)C(=O)N2CCN(CC2)C=3N=CC(Cl)=CC3Cl)OC,Z354358476,396.268,396.268,3.604,-4.872,0,5,54.9,5,https://real.enamine.net/public-enum-files/Z354358476,<rdkit.Chem.rdchem.Mol object at 0x1692e3ae0>,0.7934887043432854
6062,CC(C)C(NCC1=NN=C(O1)C=2C=CC=CC2)C=3C=CC(F)=CC3,Z106884294,325.381,325.381,2.598,-4.955,1,3,50.95,6,https://real.enamine.net/public-enum-files/Z106884294,<rdkit.Chem.rdchem.Mol object at 0x1692e3b50>,0.7312904709066628
6063,COC=1C=C(C=CC1C)C(=O)N2CCN(CC2)C(=O)C=3C=NC=CN3,Z512210940,340.377,340.377,0.601,-2.635,0,5,75.63,5,https://real.enamine.net/public-enum-files/Z512210940,<rdkit.Chem.rdchem.Mol object at 0x1692e3bc0>,0.8439598409126375
6065,O=C(NC1=NC=C(CC=2C=CC(F)=CC2)S1)C=3C=CC=CC3F,Z89634654,330.354,330.354,3.858,-5.665,1,2,41.99,4,https://real.enamine.net/public-enum-files/Z89634654,<rdkit.Chem.rdchem.Mol object at 0x1692e3ca0>,0.7762917230663936
6066,O=C(NC1=NN=C(S1)C=2C=CC=CN2)C3CCN(CC3)C=4N=CC=CN4,Z512737158,367.43,367.43,0.542,-4.06,1,7,96.79,4,https://real.enamine.net/public-enum-files/Z512737158,<rdkit.Chem.rdchem.Mol object at 0x1692e3d10>,0.7551429055847285
