,SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL,mol,QED
38869,COC=1C=CC(C)=CC1N2C=CC(=N2)C(=O)NC3=CC=C(Cl)C(C#N)=C3,Z856050788,366.801,366.801,3.989,-5.361,1,4,79.94,4,https://real.enamine.net/public-enum-files/Z856050788,<rdkit.Chem.rdchem.Mol object at 0x31ce6cc10>,0.7572555304124347
38870,CC=1C=CC=C(C1)C=2C=NC=C(C2)C(=O)NC=3C(C)=NC(C)=CC3C,Z1456168881,331.412,331.412,3.391,-4.752,1,3,54.88,4,https://real.enamine.net/public-enum-files/Z1456168881,<rdkit.Chem.rdchem.Mol object at 0x31ce6cc80>,0.7610852750774537
38871,CN1CCN(C(=O)C2=CSC(=N2)C=3C=COC3)C=4C=CC=CC41,Z1173456328,325.387,325.387,2.78,-4.517,0,3,49.58,3,https://real.enamine.net/public-enum-files/Z1173456328,<rdkit.Chem.rdchem.Mol object at 0x31ce6ccf0>,0.723431674802854
38872,CC=1C=C(Cl)C=CC1CN2CCCCC2C3CNC(=O)C3,Z1702983922,306.831,306.831,2.554,-2.997,1,2,32.34,3,https://real.enamine.net/public-enum-files/Z1702983922,<rdkit.Chem.rdchem.Mol object at 0x31ce6cd60>,0.9302465735051817
38873,CS(=O)(=O)C=1C=CC=CC1N2C=C(C=N2)C(=O)NC=3C=CC(F)=C(F)C3F,Z1157884937,395.358,395.358,1.381,-4.1,1,4,81.06,4,https://real.enamine.net/public-enum-files/Z1157884937,<rdkit.Chem.rdchem.Mol object at 0x31ce6cdd0>,0.6890625037337329
38876,CC=1N=C(OC1C(=O)NC=2C=NC(=NC2)C3CC3)C=4C=CC=CC4,Z1314376358,320.346,320.346,2.138,-3.54,1,4,80.91,5,https://real.enamine.net/public-enum-files/Z1314376358,<rdkit.Chem.rdchem.Mol object at 0x31ce6cf20>,0.794518059795365
38877,O=C(NC=1C=C(Cl)C=C2CCOC12)C3=CSC(=N3)C=4C=CN=CC4,Z1696341670,357.815,357.815,3.647,-4.83,1,4,64.11,4,https://real.enamine.net/public-enum-files/Z1696341670,<rdkit.Chem.rdchem.Mol object at 0x31ce6cf90>,0.7677586474416875
38878,COC=1C=CC(C)=NC1NC(=O)C2=CC(=NO2)C3=CC=CC(Cl)=C3,Z1319988558,343.765,343.765,3.47,-4.804,1,4,77.25,5,https://real.enamine.net/public-enum-files/Z1319988558,<rdkit.Chem.rdchem.Mol object at 0x31ce6d000>,0.7754373598792869
38879,CSC=1C=C(C=CN1)C(=O)NC=2C=NN(C2C)C3=CC(C)=CC=C3C,Z1481646101,352.455,352.455,3.856,-4.609,1,3,59.81,5,https://real.enamine.net/public-enum-files/Z1481646101,<rdkit.Chem.rdchem.Mol object at 0x31ce6d070>,0.7161584080161687
38880,CC(=O)N1CCC=2C=C(C=CC21)C(=O)NC3=NN(C=C3C)C=4C=CC=CC4Cl,Z1567353301,394.855,394.855,2.749,-5.52,1,3,67.23,3,https://real.enamine.net/public-enum-files/Z1567353301,<rdkit.Chem.rdchem.Mol object at 0x31ce6d0e0>,0.7297693987658797
38881,O=C(NCC1=NN=C(S1)C=2C=CC=CC2)N3CCC4=CC=CC=C43,Z1417301325,336.413,336.413,2.462,-5.181,1,3,58.12,5,https://real.enamine.net/public-enum-files/Z1417301325,<rdkit.Chem.rdchem.Mol object at 0x31ce6d150>,0.796513365670164
38882,COC(C)C=1C=CC=C(C1)NC(=O)C=2C=NN(C2C)C=3C=CC=CC3Cl,Z1183525813,369.845,369.845,3.889,-4.379,1,3,56.15,5,https://real.enamine.net/public-enum-files/Z1183525813,<rdkit.Chem.rdchem.Mol object at 0x31ce6d1c0>,0.7027640134478594
38883,COC=1C=CC(C)=CC1N2C=CC(=N2)C(=O)NC=3C=CC(=NC3)N(C)C,Z856054044,351.403,351.403,3.409,-3.625,1,5,72.28,5,https://real.enamine.net/public-enum-files/Z856054044,<rdkit.Chem.rdchem.Mol object at 0x31ce6d230>,0.7651381969101861
38884,CN(C(=O)C=1C=CN(N1)C=2C=CC=CC2Cl)C=3N=CC=CC3F,Z1466190698,330.744,330.744,2.002,-4.34,0,3,51.02,4,https://real.enamine.net/public-enum-files/Z1466190698,<rdkit.Chem.rdchem.Mol object at 0x31ce6d2a0>,0.7398052251790906
38886,COC=1C=CC(C)=NC1NC(=O)C=2SC(=NC2C)C=3C=CC(C)=CC3C,Z1319986453,367.467,367.467,3.887,-5.78,1,4,64.11,4,https://real.enamine.net/public-enum-files/Z1319986453,<rdkit.Chem.rdchem.Mol object at 0x31ce6d380>,0.7258501572170751
38888,CC=1C=CC(=CC1)C=2C=C(CNC=3C=CC=C(C3C)N4C(=O)CCC4=O)ON2,Z1270709243,375.421,375.421,1.585,-4.54,1,4,75.44,5,https://real.enamine.net/public-enum-files/Z1270709243,<rdkit.Chem.rdchem.Mol object at 0x31ce6d460>,0.6757900600504775
38889,O=C(CCN1CCC(CC1)C2=NN=C3C=CC=CN23)NC4=CC=C5OCOC5=C4,Z220086422,393.44,393.44,2.105,-3.405,1,6,80.99,5,https://real.enamine.net/public-enum-files/Z220086422,<rdkit.Chem.rdchem.Mol object at 0x31ce6d4d0>,0.7178444806418139
38890,CC=1C=C(C=CC1OC=2C=CC=NC2)NC(=O)C(=O)NCC(C)C3=CC=CS3,Z1245036273,395.477,395.477,3.093,-5.06,2,3,80.32,7,https://real.enamine.net/public-enum-files/Z1245036273,<rdkit.Chem.rdchem.Mol object at 0x31ce6d540>,0.6159159248684666
38891,CC(C)C1=CC(=NN1C=2C=CC=CC2)C(=O)NC3=CC=CC(F)=C3C#N,Z1471282406,348.374,348.374,3.604,-5.41,1,3,70.71,4,https://real.enamine.net/public-enum-files/Z1471282406,<rdkit.Chem.rdchem.Mol object at 0x31ce6d5b0>,0.7656983816784452
38892,CC(=O)N1CCC(NCC2CC=3C=CC=CC3O2)C=4C=CC(F)=CC4C1,Z1704410448,354.419,354.419,1.983,-4.3,1,3,41.57,3,https://real.enamine.net/public-enum-files/Z1704410448,<rdkit.Chem.rdchem.Mol object at 0x31ce6d620>,0.9202601250985194
38893,CC=1N=C(C=CC1NC(=O)C2=CC=C(S2)C=3C=CC=CC3F)N4CCOCC4,Z1460887680,397.468,397.468,3.826,-5.96,1,4,54.46,4,https://real.enamine.net/public-enum-files/Z1460887680,<rdkit.Chem.rdchem.Mol object at 0x31ce6d690>,0.7113187607355911
38894,COCC=1C=C(N=CN1)NC(=O)C=2N=NN(C2C)C=3C=CC(F)=C(Cl)C3,Z1458916678,376.773,376.773,1.723,-3.98,1,6,94.82,5,https://real.enamine.net/public-enum-files/Z1458916678,<rdkit.Chem.rdchem.Mol object at 0x31ce6d700>,0.7349391326357491
38895,CC=1C=CC(=NC1)N(C(=O)C=2C=CC=C(N2)N3C=CC=N3)C4CCCCC4,Z1233381769,361.441,361.441,2.711,-5.059,0,4,63.91,4,https://real.enamine.net/public-enum-files/Z1233381769,<rdkit.Chem.rdchem.Mol object at 0x31ce6d770>,0.7057241025940797
38896,COC=1C=CC(Cl)=CC1N2C=C(C=N2)S(=O)(=O)NC=3C(C)=CC=CC3C,Z1265609857,391.873,391.873,3.811,-4.477,1,4,73.22,4,https://real.enamine.net/public-enum-files/Z1265609857,<rdkit.Chem.rdchem.Mol object at 0x31ce6d7e0>,0.714182684197362
38897,CC1=CC(C)=NC2=NC(CC(=O)N3CCC(CC3)NC=4C=CC=NN4)=NN12,Z1170540900,366.421,366.421,-0.489,-3.072,1,7,101.2,4,https://real.enamine.net/public-enum-files/Z1170540900,<rdkit.Chem.rdchem.Mol object at 0x31ce6d850>,0.7395830902082529
38898,COC=1C=CC(=CC1OC)NC(=O)C2=CN(C)N=C2C=3C=CC=CC3Cl,Z1157885349,371.818,371.818,2.856,-4.581,1,4,65.38,5,https://real.enamine.net/public-enum-files/Z1157885349,<rdkit.Chem.rdchem.Mol object at 0x31ce6d8c0>,0.7355193346308826
38899,CC=1C=C(NC(=O)C2COC=3C=CC=CC3C2)N(N1)C=4C=CC=CN4,Z1102523984,334.373,334.373,2.64,-4.009,1,4,69.04,4,https://real.enamine.net/public-enum-files/Z1102523984,<rdkit.Chem.rdchem.Mol object at 0x31ce6d930>,0.7995341379011628
38901,CC1=C(C=NN1C2CCCC2)C(=O)NC3C=4C=CC=C(F)C4OC3C,Z1547298291,343.396,343.396,3.341,-3.85,1,3,56.15,4,https://real.enamine.net/public-enum-files/Z1547298291,<rdkit.Chem.rdchem.Mol object at 0x31ce6da10>,0.9244488759558619
38903,CC(C)C1=CC(=NO1)C(=O)N2CCC(CN3CCCC3=O)CC2,Z1547245613,319.399,319.399,0.393,-2.71,0,3,66.65,5,https://real.enamine.net/public-enum-files/Z1547245613,<rdkit.Chem.rdchem.Mol object at 0x31ce6daf0>,0.8536656342632492
38904,O=C(C=1C=CC(Cl)=CC1N2CCCC2=O)N3CCN(CC=4C=CN=CC4)CC3,Z109477674,398.886,398.886,2.307,-3.52,0,4,56.75,5,https://real.enamine.net/public-enum-files/Z109477674,<rdkit.Chem.rdchem.Mol object at 0x31ce6db60>,0.7942406943184477
38905,O=C(NC=1C=CC=C(C1)OC2CCCC2)C=3C=CN=CC3,Z318181674,282.338,282.338,3.343,-3.589,1,3,51.22,5,https://real.enamine.net/public-enum-files/Z318181674,<rdkit.Chem.rdchem.Mol object at 0x31ce6dbd0>,0.9307668278616017
38906,COC=1C=CC(=CC1C#N)CN2CCC[C@H]3C(=O)N(C)C[C@H]32,Z2053595005,299.368,299.368,1.748,-2.368,0,4,56.57,3,https://real.enamine.net/public-enum-files/Z2053595005,<rdkit.Chem.rdchem.Mol object at 0x31ce6dc40>,0.8508312923043286
38907,O=C(CC1C=CCC1)NC=2C=CC=C(C2)C3=NN=C4CCCCCN34,Z89403289,336.432,336.432,3.294,-4.122,1,3,59.81,5,https://real.enamine.net/public-enum-files/Z89403289,<rdkit.Chem.rdchem.Mol object at 0x31ce6dcb0>,0.8596246851485264
38908,CC1=NC(=NN1C=2C=CC(Cl)=CC2)C(=O)NC=3C=CC(F)=C(C3)C(N)=O,Z364617376,373.769,373.769,2.023,-4.46,2,4,102.9,4,https://real.enamine.net/public-enum-files/Z364617376,<rdkit.Chem.rdchem.Mol object at 0x31ce6dd20>,0.7333736339651791
38909,CC(C)C1=CC(=NO1)C(=O)N2CC3CCCC(C2)C3O,Z1549919083,278.347,278.347,1.618,-3.36,1,3,66.57,3,https://real.enamine.net/public-enum-files/Z1549919083,<rdkit.Chem.rdchem.Mol object at 0x31ce6dd90>,0.8985746425200121
38910,CC=1C=CC(C2=NC(=CS2)C(=O)NC=3C=CC=CC3SCC(N)=O)=C(C)C1,Z928784390,397.517,397.517,3.55,-6.849,2,3,85.08,6,https://real.enamine.net/public-enum-files/Z928784390,<rdkit.Chem.rdchem.Mol object at 0x31ce6de00>,0.6088476516339337
38911,COC=1C=CC(=CC1OC)NC(=O)C=2N=C(C)N(N2)C=3C=CC(Cl)=CC3,Z131212936,372.806,372.806,3.239,-4.03,1,5,78.27,5,https://real.enamine.net/public-enum-files/Z131212936,<rdkit.Chem.rdchem.Mol object at 0x31ce6de70>,0.7411892981459662
38913,CC(C)C1C(=O)NCCN1C(=O)C=2C=CC=C3NC=CC23,Z1323984143,285.342,285.342,2.304,-4.04,2,2,65.2,3,https://real.enamine.net/public-enum-files/Z1323984143,<rdkit.Chem.rdchem.Mol object at 0x31ce6df50>,0.8828170783808632
38914,CCOC=1C=CC=CC1C(=O)NCC=2C=CN(N2)C=3C=CC(F)=CC3,Z1551139886,339.364,339.364,3.772,-4.3,1,3,56.15,7,https://real.enamine.net/public-enum-files/Z1551139886,<rdkit.Chem.rdchem.Mol object at 0x31ce6dfc0>,0.7492816762527598
38915,COC=1C=C(C=C2OCCOC12)C(=O)N3CCN(CC3)C4=CC=CC(C)=C4,Z165129312,368.427,368.427,3.382,-4.994,0,5,51.24,3,https://real.enamine.net/public-enum-files/Z165129312,<rdkit.Chem.rdchem.Mol object at 0x31ce6e030>,0.8338605006953711
38916,CC1=C(SC=2N=CN=C(C12)N3CCN(CCO)CC3)C=4C=CC=CC4,Z86256932,354.471,354.471,3.298,-4.79,1,5,52.49,4,https://real.enamine.net/public-enum-files/Z86256932,<rdkit.Chem.rdchem.Mol object at 0x31ce6e0a0>,0.780746474527038
38917,CN1CCCN(CC1)C(=O)C=2C=C(ON2)C3CC3,Z252952380,249.309,249.309,0.349,-1.054,0,3,49.58,3,https://real.enamine.net/public-enum-files/Z252952380,<rdkit.Chem.rdchem.Mol object at 0x31ce6e110>,0.7931230810268886
38918,CNS(=O)(=O)C=1C=CC(=CC1)NC(=O)C=2C=CN=C(N2)C3CCCC3,Z1552011267,360.433,360.433,2.344,-3.92,2,5,101.05,6,https://real.enamine.net/public-enum-files/Z1552011267,<rdkit.Chem.rdchem.Mol object at 0x31ce6e180>,0.8518439846318585
38919,CC=1C=CC(=CC1Cl)NC(=O)C2CC(=O)NC=3C=C(F)C=CC32,Z225734702,332.757,332.757,3.676,-4.309,2,2,58.2,3,https://real.enamine.net/public-enum-files/Z225734702,<rdkit.Chem.rdchem.Mol object at 0x31ce6e1f0>,0.8771719775587862
38920,CC1=C(C=NN1C=2C=CC(F)=CC2)C(=O)NC=3C=CC=4SCC(=O)NC4C3,Z332811940,382.413,382.413,2.347,-4.83,2,3,76.02,3,https://real.enamine.net/public-enum-files/Z332811940,<rdkit.Chem.rdchem.Mol object at 0x31ce6e260>,0.7255201765881474
38922,O=C(NCC1(CCCCC1)N2CCCCC2)C=3C=CC(=CC3)CN4CCCC4=O,Z87649115,397.555,397.555,3.3,-4.198,1,3,52.65,6,https://real.enamine.net/public-enum-files/Z87649115,<rdkit.Chem.rdchem.Mol object at 0x31ce6e340>,0.7957945132718713
38923,COCCN1N=C(C)C(CNC(=O)C=2C=CC(=O)N(N2)C3=CC=CC=C3F)=C1C,Z1552261868,399.42,399.42,0.885,-2.64,1,5,88.82,7,https://real.enamine.net/public-enum-files/Z1552261868,<rdkit.Chem.rdchem.Mol object at 0x31ce6e3b0>,0.6538097239152592
38924,CCN(C(=O)C1=CSC(=N1)C=2C=CC(F)=CC2)C=3C=CC=CC3,Z95494326,326.39,326.39,3.877,-5.739,0,2,33.2,5,https://real.enamine.net/public-enum-files/Z95494326,<rdkit.Chem.rdchem.Mol object at 0x31ce6e420>,0.7009371261326811
38925,CC=1C=C(C)N(N1)C=2C=CC(=CN2)NC(=O)C=3C=C(Cl)C=CC3F,Z367489578,344.771,344.771,3.513,-4.346,1,3,59.81,4,https://real.enamine.net/public-enum-files/Z367489578,<rdkit.Chem.rdchem.Mol object at 0x31ce6e490>,0.782780629929934
38927,CC(C(=O)N1CCCC1C(=O)O)N2CCC=3C=CC=CC3C2,Z1455181262,302.369,302.369,0.346,-2.492,1,4,60.85,4,https://real.enamine.net/public-enum-files/Z1455181262,<rdkit.Chem.rdchem.Mol object at 0x31ce6e570>,0.9191936075252478
38928,CC1=CN(N=C1C(=O)N(C=2C=CC=CN2)C3CCCC3)C4=CC=CC=C4Cl,Z1555121622,380.871,380.871,3.686,-5.374,0,3,51.02,4,https://real.enamine.net/public-enum-files/Z1555121622,<rdkit.Chem.rdchem.Mol object at 0x31ce6e5e0>,0.6516531499443593
38929,CC(SC=1C=CC(F)=C(F)C1)C2=NN=C(O2)C3=CC=CS3,Z90270175,324.372,324.372,3.342,-5.581,0,2,38.92,4,https://real.enamine.net/public-enum-files/Z90270175,<rdkit.Chem.rdchem.Mol object at 0x31ce6e650>,0.6379246672704348
38930,CC=1SC(=NC1C(=O)N2CCC=3C(C)=CC=CC32)C4=CC=CO4,Z929705456,324.399,324.399,3.841,-5.5,0,2,46.34,3,https://real.enamine.net/public-enum-files/Z929705456,<rdkit.Chem.rdchem.Mol object at 0x31ce6e6c0>,0.7087262953759884
38931,CC=1C=C(C)C(NC(=O)C=2C=CN(N2)C=3C=CC(Cl)=C(Cl)C3)=C(C)N1,Z1144050546,375.252,375.252,3.77,-4.755,1,3,59.81,4,https://real.enamine.net/public-enum-files/Z1144050546,<rdkit.Chem.rdchem.Mol object at 0x31ce6e730>,0.7186667416877092
38933,COCC=1C=C(N=CN1)NC(=O)C2=CC(=C(C)S2)C=3C=CC(F)=CC3,Z1458921976,357.404,357.404,3.056,-5.91,1,4,64.11,6,https://real.enamine.net/public-enum-files/Z1458921976,<rdkit.Chem.rdchem.Mol object at 0x31ce6e810>,0.7480917224736399
38934,COC=1C=CC(Cl)=C(C1)NC(=O)C=2C=CC=C(C2)N3C=CN=C3SC,Z853284690,373.858,373.858,3.863,-5.67,1,3,56.15,6,https://real.enamine.net/public-enum-files/Z853284690,<rdkit.Chem.rdchem.Mol object at 0x31ce6e880>,0.6684205541205313
38935,O=C(NCC1CN2CCCC2CO1)C=3C=CC=C(C3)C(F)(F)F,Z953556514,328.33,328.33,2.614,-3.39,1,3,41.57,5,https://real.enamine.net/public-enum-files/Z953556514,<rdkit.Chem.rdchem.Mol object at 0x31ce6e8f0>,0.925667138075013
38936,CN(C(=O)C=1C=C(NN1)C2=CC=CO2)C=3C=CC(F)=C(F)C3,Z811625052,303.264,303.264,2.812,-4.2,1,2,62.13,4,https://real.enamine.net/public-enum-files/Z811625052,<rdkit.Chem.rdchem.Mol object at 0x31ce6e960>,0.8077645744157819
38937,CC1=C(C=NN1CC(C)C)C(=O)NC2CCOC=3C=CC(F)=CC32,Z1556366839,331.385,331.385,2.901,-3.643,1,3,56.15,5,https://real.enamine.net/public-enum-files/Z1556366839,<rdkit.Chem.rdchem.Mol object at 0x31ce6e9d0>,0.9355830853763876
38938,CN(C(=O)C=1C=C(NN1)C=2C=CC(F)=CC2)C(C3CC3)C4CC4,Z960774246,313.37,313.37,3.328,-4.349,1,2,48.99,6,https://real.enamine.net/public-enum-files/Z960774246,<rdkit.Chem.rdchem.Mol object at 0x31ce6ea40>,0.9185202383067509
38939,O=C(CC=1C=CC(=CC1)C(F)(F)F)N2C[C@@H](F)C[C@H]2CO,Z2060902339,305.269,305.269,2.142,-3.136,1,2,40.54,5,https://real.enamine.net/public-enum-files/Z2060902339,<rdkit.Chem.rdchem.Mol object at 0x31ce6eab0>,0.8696684606650787
38940,CC1=CC(C(=O)NC2CCOC=3C(F)=CC=CC32)=C(C)N1C4CC4,Z804595774,328.381,328.381,3.57,-3.411,1,2,43.26,4,https://real.enamine.net/public-enum-files/Z804595774,<rdkit.Chem.rdchem.Mol object at 0x31ce6eb20>,0.9303075837254269
38941,CCN1C=CC(=O)C(=C1)NC(=O)C2=CC=C(S2)C=3C=CC(Cl)=CC3,Z1558355816,358.843,358.843,2.793,-5.17,1,3,49.41,5,https://real.enamine.net/public-enum-files/Z1558355816,<rdkit.Chem.rdchem.Mol object at 0x31ce6eb90>,0.7459554048347546
38942,COC(=O)CC=1C=CC=CC1NC(=O)C=2C=NN(C2C)C3=CC(C)=CC=C3C,Z1471362141,377.437,377.437,3.084,-4.223,1,3,73.22,6,https://real.enamine.net/public-enum-files/Z1471362141,<rdkit.Chem.rdchem.Mol object at 0x31ce6ec00>,0.6872122506630559
38944,CCN(C=1C=CC(=CN1)C(=O)NC=2C=CC=3NC(=O)SC3C2)C(C)C,Z1333995679,356.444,356.444,3.605,-4.92,2,5,74.33,5,https://real.enamine.net/public-enum-files/Z1333995679,<rdkit.Chem.rdchem.Mol object at 0x31ce6ece0>,0.7336412788054436
38945,COC=1C=CC(C)=NC1NC(=O)C=2C=CN(N2)C3=CC=C(Cl)C(Cl)=C3,Z1319983533,377.225,377.225,3.873,-4.87,1,4,69.04,5,https://real.enamine.net/public-enum-files/Z1319983533,<rdkit.Chem.rdchem.Mol object at 0x31ce6ed50>,0.7419969942661798
38946,COC=1C=CN=C(C1)C(=O)NC2=NN(C=C2C)C=3C=CC=CC3Cl,Z1567351907,342.78,342.78,3.228,-4.19,1,4,69.04,5,https://real.enamine.net/public-enum-files/Z1567351907,<rdkit.Chem.rdchem.Mol object at 0x31ce6edc0>,0.7876113342837241
38947,O=C(NC1=NC(=NS1)C=2C=CC=CC2)C=3C=CC=NC3O,Z806422138,298.322,298.322,3.318,-4.781,2,5,88.0,4,https://real.enamine.net/public-enum-files/Z806422138,<rdkit.Chem.rdchem.Mol object at 0x31ce6ee30>,0.7755277905278721
38948,O=C(NC=1C=NN(C1)C=2C=CC=CC2)C=3C=C(Cl)C=CN3,Z872774828,298.727,298.727,3.174,-3.383,1,3,59.81,4,https://real.enamine.net/public-enum-files/Z872774828,<rdkit.Chem.rdchem.Mol object at 0x31ce6eea0>,0.8076859150132305
38949,COC=1C=CC=CC1C(=O)NCC(=O)N2CCC(CC2)C3=NN=C4C=CC=CN34,Z95870877,393.44,393.44,0.828,-3.881,1,5,88.83,5,https://real.enamine.net/public-enum-files/Z95870877,<rdkit.Chem.rdchem.Mol object at 0x31ce6ef10>,0.7149471222312312
38950,COC=1C=CC=CC1C2=CN=C(CNC=3C=CC=C(C(N)=O)C3C)O2,Z1310665399,337.373,337.373,1.343,-4.0,2,4,90.38,6,https://real.enamine.net/public-enum-files/Z1310665399,<rdkit.Chem.rdchem.Mol object at 0x31ce6ef80>,0.7195221363705582
38951,O=C(NCCN1C=CN=C1)C(=O)NC=2C=CC(=CC2)OC3=CC=C(Cl)C=N3,Z1289886319,385.805,385.805,1.441,-4.102,2,4,98.14,7,https://real.enamine.net/public-enum-files/Z1289886319,<rdkit.Chem.rdchem.Mol object at 0x31ce6eff0>,0.6350573394010476
38952,CC1=NN(C=C1C(=O)NC=2C=CC(F)=CC2OC(F)F)C=3C=CC=CC3,Z1265495948,361.319,361.319,3.056,-4.539,1,3,56.15,5,https://real.enamine.net/public-enum-files/Z1265495948,<rdkit.Chem.rdchem.Mol object at 0x31ce6f060>,0.74195263912803
38953,CN(C(=O)C=1N=NN(C1C(F)(F)F)C=2C=CC(F)=CC2)C=3C=CC=CN3,Z1233344966,365.286,365.286,1.886,-4.555,0,4,63.91,4,https://real.enamine.net/public-enum-files/Z1233344966,<rdkit.Chem.rdchem.Mol object at 0x31ce6f0d0>,0.6693926102367855
38954,COC(=O)C1=CNC(=O)C(=C1)NC(=O)C=2C=NN(C2C)C3=CC(C)=CC=C3C,Z1471242033,380.398,380.398,1.769,-4.124,2,4,102.32,5,https://real.enamine.net/public-enum-files/Z1471242033,<rdkit.Chem.rdchem.Mol object at 0x31ce6f140>,0.6767085272850274
38955,C=1N=CN(CCC2=NC(=NO2)C3=CNC=4C=CC=CC34)N1,Z1890761509,280.285,280.285,0.757,-3.452,1,4,85.42,4,https://real.enamine.net/public-enum-files/Z1890761509,<rdkit.Chem.rdchem.Mol object at 0x31ce6f1b0>,0.6180419164928012
38956,CC=1C=NC=C(C1)NC(=O)C=2C=NN(C2)C=3C=CC=CC3,Z1354989992,278.309,278.309,2.752,-2.666,1,3,59.81,4,https://real.enamine.net/public-enum-files/Z1354989992,<rdkit.Chem.rdchem.Mol object at 0x31ce6f220>,0.8010610803932718
38957,CCN1C(=NN=C1C=2C=CC=CC2OC)SC3CC4=CC=CC=C4C3,Z1171244957,351.467,351.467,3.854,-6.34,0,3,39.94,5,https://real.enamine.net/public-enum-files/Z1171244957,<rdkit.Chem.rdchem.Mol object at 0x31ce6f290>,0.6894622953722725
38958,CC=1C=CC=C(N1)NCC=2C=CN(N2)C=3C=CC(F)=CC3,Z1722779807,282.316,282.316,3.346,-3.21,1,3,42.74,4,https://real.enamine.net/public-enum-files/Z1722779807,<rdkit.Chem.rdchem.Mol object at 0x31ce6f300>,0.7978681547004689
38959,CCN(CC=1C=CC=CC1NC(=O)C=2C=CN(N2)C3=CC=CC(F)=C3)C(C)=O,Z827661444,380.416,380.416,1.986,-4.5,1,3,67.23,6,https://real.enamine.net/public-enum-files/Z827661444,<rdkit.Chem.rdchem.Mol object at 0x31ce6f370>,0.7100653454497552
38960,COC=1C=CC(NC(=O)C2=CC=C(O2)C(=O)NC=3C=CC(=CC3C)OC)=C(C)C1,Z1438860844,394.421,394.421,2.44,-5.764,2,4,89.8,6,,<rdkit.Chem.rdchem.Mol object at 0x31ce6f3e0>,0.6460007689362257
38961,O=C(NC=1C=CC=C(C1)C(F)(F)F)C2=NNC=3C=CC=CC3C2=O,Z1171990737,333.265,333.265,3.569,-5.42,2,4,70.56,4,https://real.enamine.net/public-enum-files/Z1171990737,<rdkit.Chem.rdchem.Mol object at 0x31ce6f450>,0.7561707328480343
38962,CN1C=CN=C1CCNC(=O)C(=O)NC=2C=CC(=CC2)OC=3C=CC=C(C#N)C3,Z1237825714,389.408,389.408,1.094,-3.77,2,4,109.04,7,https://real.enamine.net/public-enum-files/Z1237825714,<rdkit.Chem.rdchem.Mol object at 0x31ce6f4c0>,0.6293253777771123
38963,COC1=CC(OC)=C(Cl)C=C1NC(=O)C=2N=CN(N2)C=3C=CC=CC3,Z1563138937,358.779,358.779,2.525,-4.344,1,5,78.27,6,https://real.enamine.net/public-enum-files/Z1563138937,<rdkit.Chem.rdchem.Mol object at 0x31ce6f530>,0.7574077916085111
38964,CCN1C=NN=C1C=2C=CC(=CC2)C(=O)N3CCCSC4=CC=CC=C43,Z1465538161,364.466,364.466,2.614,-6.07,0,3,51.02,3,https://real.enamine.net/public-enum-files/Z1465538161,<rdkit.Chem.rdchem.Mol object at 0x31ce6f5a0>,0.7018008490322383
38965,COC=1C=CC(=CC1OC)NC(=O)C=2C=C(NN2)C3=CC=CC=C3Cl,Z368172116,357.791,357.791,3.807,-5.274,2,4,76.24,6,https://real.enamine.net/public-enum-files/Z368172116,<rdkit.Chem.rdchem.Mol object at 0x31ce6f610>,0.7232365606997502
38966,N#CC1=CC=C(CNC(=O)C=2C=CN(N2)C=3C=CC=CC3Cl)C(F)=C1,Z1137288547,354.766,354.766,3.608,-4.98,1,3,70.71,5,https://real.enamine.net/public-enum-files/Z1137288547,<rdkit.Chem.rdchem.Mol object at 0x31ce6f680>,0.7794889561439059
38967,COC=1C=CC(C)=NC1NC(=O)C2=NN(C=C2O)C=3C=CC(F)=CC3C,Z1360845787,356.352,356.352,3.823,-3.477,2,5,89.27,4,https://real.enamine.net/public-enum-files/Z1360845787,<rdkit.Chem.rdchem.Mol object at 0x31ce6f6f0>,0.750092731800292
38968,CC(=O)C=1C=C(F)C=CC1OCC2=NC=C(O2)C=3C=CC(F)=CC3,Z223984534,329.298,329.298,3.691,-4.61,0,3,52.33,5,https://real.enamine.net/public-enum-files/Z223984534,<rdkit.Chem.rdchem.Mol object at 0x31ce6f760>,0.6510492469198809
38969,COC=1C=CC(=CC1)CNC(=O)CN2CCCC(C2)C3=NN=C4C=CC=CN34,Z1241283428,379.456,379.456,1.947,-3.023,1,5,71.76,6,https://real.enamine.net/public-enum-files/Z1241283428,<rdkit.Chem.rdchem.Mol object at 0x31ce6f7d0>,0.711158722292689
38970,CC=1C=CC(C)=C(C1)NC(=O)C=2C=CN=C(C2)N3C=CC=N3,Z1245840493,292.336,292.336,2.663,-4.195,1,3,59.81,4,https://real.enamine.net/public-enum-files/Z1245840493,<rdkit.Chem.rdchem.Mol object at 0x31ce6f840>,0.8064547228202728
38971,CC1=C(N=NN1C=2C=CC(Cl)=CC2F)C(=O)NC=3C=C(C)C=CN3,Z1264110662,345.759,345.759,3.164,-4.62,1,4,72.7,4,https://real.enamine.net/public-enum-files/Z1264110662,<rdkit.Chem.rdchem.Mol object at 0x31ce6f8b0>,0.7899342267663395
38972,N#CC=1C=CC=CC1OCCN2CCN(CC3=CC(=O)N4C=CSC4=N3)CC2,Z1241130727,395.48,395.48,2.132,-3.13,0,6,72.17,6,https://real.enamine.net/public-enum-files/Z1241130727,<rdkit.Chem.rdchem.Mol object at 0x31ce6f920>,0.6339618457402777
