sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
CNC(=O)C=1C(C)=NNC1NCC=2C=C(C)C=CC2OC,Z2993330122,288.346,288.346,1.953,-3.283,3,4,79.04,5,https://real.enamine.net/public-enum-files/Z2993330122
CC(C)N(C(=O)CC1CC(=O)NC=2C=CC=CC21)C3CCOCC3,Z2996020636,330.422,330.422,0.26,-2.391,1,3,58.64,5,https://real.enamine.net/public-enum-files/Z2996020636
CC=1C=NC(=CN1)NS(=O)(=O)C=2C=NN(C2)C(C)C,Z2996225947,281.336,281.336,0.603,-0.259,1,5,89.77,4,https://real.enamine.net/public-enum-files/Z2996225947
CC(C)(NS(C)(=O)=O)C1=NOC(=N1)C=2C=CC(=C(F)C2)C(F)F,Z2997061318,349.33,349.33,1.31,-3.404,1,4,85.09,5,https://real.enamine.net/public-enum-files/Z2997061318
CC1(CCC2=NC(=NO2)C=3C=CN=C4NC=CC34)CC1,Z2997236764,268.314,268.314,3.009,-4.536,1,3,67.6,4,https://real.enamine.net/public-enum-files/Z2997236764
CC(C)CC1=NC=C(S1)C2=NC(=NO2)C3(CCC3)S(C)(=O)=O,Z2997240210,341.452,341.452,1.193,-3.326,0,5,85.95,5,https://real.enamine.net/public-enum-files/Z2997240210
CC1=NC(=CS1)C2=NOC(CC3CCN(CC(F)F)CC3)=N2,Z2997242351,328.383,328.383,2.286,-1.689,0,4,55.05,5,https://real.enamine.net/public-enum-files/Z2997242351
CS(=O)(=O)CC1(CC2=NOC(=N2)C=3N=NC=C4C=CC=CC34)CC1,Z2997291271,344.39,344.39,-0.551,-2.45,0,6,98.84,5,https://real.enamine.net/public-enum-files/Z2997291271
COC=1C=CC(CC2=NC(=NO2)C3=CC=NN3C)=C(C)C1,Z2997295324,284.314,284.314,2.438,-2.305,0,4,65.97,4,https://real.enamine.net/public-enum-files/Z2997295324
O=C(O)C(F)(F)F.COC=1C=CC(CC2=NC(=NO2)C3=NC(C)=CN3)=C(C)C1,Z9254533001,398.337,284.314,2.496,-4.026,1,4,76.83,5,https://real.enamine.net/public-enum-files/Z9254533001
FC(F)(F)C=1C=CC(=CC1)CC2=NOC(=N2)C3(CC3)N4C=CC=N4,Z2997376556,334.297,334.297,2.861,-2.754,0,3,56.74,5,https://real.enamine.net/public-enum-files/Z2997376556
CC=1C=NC2=C(C=NN2CC3=NC(=NO3)C=4C=CC(=NC4)NC(C)C)C1,Z2997388398,349.391,349.391,2.421,-3.286,1,6,94.55,5,https://real.enamine.net/public-enum-files/Z2997388398
CN1N=NN=C1NC(=O)C2OCCC=3C=CC=CC32,Z2997502271,259.265,259.265,0.863,-2.5,1,5,81.93,3,https://real.enamine.net/public-enum-files/Z2997502271
CC1=NN(C)C(C)=C1CC(=O)NC2=NN=NN2C,Z2997507233,249.273,249.273,-0.361,-0.256,1,5,90.52,4,https://real.enamine.net/public-enum-files/Z2997507233
COC1=CC(=NC(=N1)C(=O)N2CCCOC=3C=CC=CC32)OC,Z2997549896,315.325,315.325,1.875,-3.669,0,6,73.78,4,https://real.enamine.net/public-enum-files/Z2997549896
CN1N=C(C=C1C(=O)N2C=3C=CC=CC3CC2(C)C)C4=CC=CN=C4,Z2999971258,332.4,332.4,2.692,-3.884,0,3,51.02,3,https://real.enamine.net/public-enum-files/Z2999971258
COC=1N=CC(=CN1)C(=O)N(C)C2(CC2)C(F)(F)F,Z3000709961,275.228,275.228,0.515,-2.895,0,4,55.32,5,https://real.enamine.net/public-enum-files/Z3000709961
O=C(NC(C=1N=CC=CN1)C2CC2)C=3C=CC=NC3C(F)F,Z3000758749,304.295,304.295,0.23,-2.365,1,4,67.77,6,https://real.enamine.net/public-enum-files/Z3000758749
CC(O)CN(C1CCCCC1)S(=O)(=O)C=2C=CC(=CC2)C(=O)O,Z3008397777,341.424,341.424,3.107,-3.352,2,5,94.91,6,https://real.enamine.net/public-enum-files/Z3008397777
CC=1C=CC(=CC1C(=O)O)S(=O)(=O)N(CCO)C2CCCC2C,Z3008575488,341.424,341.424,2.957,-3.458,2,5,94.91,6,https://real.enamine.net/public-enum-files/Z3008575488
CC1=CC(C)=C(C=C1S(=O)(=O)N(C)CC(C)(C)C#N)C(=O)O,Z3008655270,324.397,324.397,2.447,-3.179,1,5,98.47,5,https://real.enamine.net/public-enum-files/Z3008655270
CC=1C=CC(=CC1C(=O)O)S(=O)(=O)NC2CCN(CC(F)F)C2,Z3008703413,348.367,348.367,-0.087,-3.008,2,5,86.71,6,https://real.enamine.net/public-enum-files/Z3008703413
N#CC1CCCN(C1)S(=O)(=O)C=2C=C(C=C3CCCCC23)C(=O)O,Z3008836509,348.419,348.419,3.076,-4.23,1,5,98.47,3,https://real.enamine.net/public-enum-files/Z3008836509
CC=1N=COC1CNS(=O)(=O)N2CCOCC2,Z3009380923,261.3,261.3,0.091,-0.744,1,5,84.67,4,https://real.enamine.net/public-enum-files/Z3009380923
COC(C)(C)CC(=O)NC=1C=CC(C2=NN=CO2)=C(F)C1,Z3016150613,293.294,293.294,1.039,-3.449,1,4,77.25,6,https://real.enamine.net/public-enum-files/Z3016150613
CCC1(CC1)C2=NOC(=N2)C=3C=CC(=CC3)C(=O)N4CCOCC4,Z3016339169,327.378,327.378,2.055,-3.826,0,4,68.46,5,https://real.enamine.net/public-enum-files/Z3016339169
"CC1(C)CN(CCNC(=O)N2C[C@@H]3CS(=O)(=O)C[C@]3(C)C2)CCO1 |&1:12,18,r|",Z3019860648,359.486,359.486,0.442,-1.329,1,5,78.95,3,https://real.enamine.net/public-enum-files/Z3019860648
CCC=1C=NN(C1)C(C)(COC)C(=O)O,Z3025253988,212.246,212.246,0.786,-0.843,1,4,64.35,5,https://real.enamine.net/public-enum-files/Z3025253988
CC1=CC=C(CNC(=O)CC2(O)CCOCC2)N1C,Z3044711708,266.337,266.337,-0.304,-0.865,2,3,63.49,5,https://real.enamine.net/public-enum-files/Z3044711708
CC(C)(CC=1C=CC(O)=CC1)C(=O)NCC2=CC=CC(=O)N2,Z3050296010,300.353,300.353,0.374,-3.112,3,3,78.43,5,https://real.enamine.net/public-enum-files/Z3050296010
O=C(C=1C=CN(CC(F)(F)F)N1)N2CCC=C(C2)C=3C=CN=CC3,Z3051938303,336.312,336.312,0.453,-3.251,0,3,51.02,5,https://real.enamine.net/public-enum-files/Z3051938303
CC=1C=C(ON1)C(=O)NC2=NN3CCCCC3=N2,Z3052501457,247.254,247.254,-0.028,-1.859,1,4,85.84,3,https://real.enamine.net/public-enum-files/Z3052501457
CC1=CC=C(C2=NOC(=N2)C3C(C4CCC3O4)C(F)(F)F)C(F)=C1,Z3063565732,342.289,342.289,2.557,-5.049,0,3,48.15,3,https://real.enamine.net/public-enum-files/Z3063565732
"CO[C@@H]1CCC[C@H]1NC(=O)N2CCC(C2)N3CCCS3(=O)=O |&1:2,6,r|",Z3071608310,331.433,331.433,0.444,-2.176,1,4,78.95,3,https://real.enamine.net/public-enum-files/Z3071608310
O=C1CN(CCC(N2CCOCC2)C(F)(F)F)CCN1,Z3071618958,295.302,295.302,0.425,-0.483,1,4,44.81,5,https://real.enamine.net/public-enum-files/Z3071618958
C1=CN(C=N1)C=2C=C(N=CN2)N3CCC(CC3)NC4CCOCC4,Z3077886147,328.413,328.413,-0.924,-2.657,1,6,68.1,4,https://real.enamine.net/public-enum-files/Z3077886147
ClC=1C=NC(=NC1)N2CCC(CC2)C=3N=CC=CN3,Z3077928601,275.737,275.737,0.967,-2.225,0,5,54.8,2,https://real.enamine.net/public-enum-files/Z3077928601
CC=1N=CC=C(N1)NC(=O)CC=2C=CC(=CC2)C3CCC3,Z3081199613,281.353,281.353,3.364,-3.928,1,3,54.88,5,https://real.enamine.net/public-enum-files/Z3081199613
CC=1C=CC(=NN1)N(C)C(=O)C=2C=CC=C(C2)C(=O)N3CCCCC3,Z3081860676,338.404,338.404,0.084,-4.125,0,4,66.4,5,https://real.enamine.net/public-enum-files/Z3081860676
CC(C)N1C=NC(=N1)NC(=O)C=2C=C(N(C)N2)C(F)(F)F,Z3086104562,302.256,302.256,0.532,-2.851,1,4,77.63,5,https://real.enamine.net/public-enum-files/Z3086104562
CC=1C=CC=CC1OCC(=O)NC=2C=C(N(C)N2)C(F)(F)F,Z3087209777,313.276,313.276,2.816,-3.711,1,3,56.15,6,https://real.enamine.net/public-enum-files/Z3087209777
CCCC1=CC(=NO1)C(=O)NC2(CO)CCCC2(C)C,Z3091703803,280.363,280.363,2.913,-2.878,2,3,75.36,6,https://real.enamine.net/public-enum-files/Z3091703803
CC=1C=CC=2C(=COC2C1C)CC(=O)NC=3N=CN(CCN(C)C)N3,Z3091706813,341.408,341.408,2.43,-3.666,1,4,76.19,7,https://real.enamine.net/public-enum-files/Z3091706813
O=C(NCC=1C=CN=C(C1)C(F)(F)F)NC2CCS(=O)(=O)C2,Z3099405085,337.32,337.32,-0.379,-2.099,2,4,88.16,4,https://real.enamine.net/public-enum-files/Z3099405085
COC=1C=CC=C2CC(CCCC12)NC(=O)NCC3(C)COC3,Z3101350846,318.411,318.411,2.123,-2.936,2,3,59.59,4,https://real.enamine.net/public-enum-files/Z3101350846
CN1N=C2CCCCC2=C1C(=O)NC3=CC=C4CNCCC4=C3F,Z3104647199,328.385,328.385,1.329,-2.842,2,3,58.95,3,https://real.enamine.net/public-enum-files/Z3104647199
CO[C@@H]1C[C@H](C1)NC(=O)N[C@H](C)C=2C=CC(F)=CC2,Z4669539898,266.312,266.312,2.734,-2.807,2,2,50.36,4,https://real.enamine.net/public-enum-files/Z4669539898
"C[C@@]12CNC[C@H]2CN(C1)C(=O)C=3C=CC(=CC3)C=4C=NNC4 |&1:1,5,r|",Z3133971072,296.368,296.368,1.246,-3.423,2,3,61.02,3,https://real.enamine.net/public-enum-files/Z3133971072
NC1CN(CC21CCC2)C(=O)C3(CCNCC3)C(F)(F)F,Z3138953534,305.34,305.34,0.566,-1.84,2,3,58.36,3,https://real.enamine.net/public-enum-files/Z3138953534
NC1CN(CC21CCC2)C(=O)C=3C=CC=4CNCCOC4C3,Z3138976421,301.384,301.384,1.238,-2.819,2,4,67.59,2,https://real.enamine.net/public-enum-files/Z3138976421
CC1CNC2=C(C=NN2C1)C(=O)NC=3C=CC(=CC3)OCC4=NC=CN4C,Z3186090388,366.418,366.418,0.959,-2.361,2,5,86,5,https://real.enamine.net/public-enum-files/Z3186090388
"C[C@@H]1C[C@H](O)CN(C1)C(=O)C=2C=CC(=CC2)C=3C=NNC3 |&1:1,3,r|",Z3202587464,285.342,285.342,1.372,-3.982,2,3,69.22,3,https://real.enamine.net/public-enum-files/Z3202587464
O=C(C=1C=CC(=CC1)C=2C=NNC2)N3CC4CCC(C4)C3,Z3203390186,281.353,281.353,2.228,-4.687,1,2,48.99,3,https://real.enamine.net/public-enum-files/Z3203390186
O=C(NCCC(O)C(F)F)C1=CC=C2CNC(=O)NC2=C1,Z3203708486,299.274,299.274,0.058,-2.207,4,3,90.46,6,https://real.enamine.net/public-enum-files/Z3203708486
CC(C)(C)C1CCN(CCO1)C(=O)C=2C=CC(=CC2)C=3C=NNC3,Z3207446338,327.422,327.422,2.606,-4.411,1,3,58.22,4,https://real.enamine.net/public-enum-files/Z3207446338
I.CCC1CCN=C(NCC=2C=CC=CC2)N1,Z4154964297,345.223,217.311,2.892,-3.405,2,3,36.42,3,https://real.enamine.net/public-enum-files/Z4154964297
N#CCCN(CC(=O)O)S(=O)(=O)C=1C=CC(C(=O)O)=C(F)C1,Z3215927407,330.291,330.291,0.768,-2.227,2,7,135.77,7,https://real.enamine.net/public-enum-files/Z3215927407
CC1=NC(=NN1)[C@@H](CO)NC(=O)COC=2C=CC=3CCCCC3C2,Z3215989167,330.382,330.382,1.455,-3.977,3,5,100.13,7,https://real.enamine.net/public-enum-files/Z3215989167
CC=1N=CC=NC1[C@@H](C)NC(=O)C=2C=CC=C3COCCC23,Z3215989399,297.352,297.352,0.606,-2.01,1,4,64.11,4,https://real.enamine.net/public-enum-files/Z3215989399
CN1C=CC2=CC=CC(NC(=O)CS(=O)(=O)CCC(F)(F)F)=C21,Z3216001366,348.342,348.342,1.36,-3.176,1,3,68.17,7,https://real.enamine.net/public-enum-files/Z3216001366
CCC(C(=O)NC1=CC=CN=C1OC)N2C=CC=N2,Z3216005758,260.292,260.292,1.637,-1.836,1,4,69.04,6,https://real.enamine.net/public-enum-files/Z3216005758
CN(C)CCCOC1CCN(CC1)C=2C(Cl)=CN=CC2Cl,Z3216015204,332.268,332.268,2.753,-2.504,0,4,28.6,6,https://real.enamine.net/public-enum-files/Z3216015204
CCC=1C=CC(=CC1)S(=O)(=O)N(C)C(C(=O)O)C2CCOCC2,Z3216016930,341.424,341.424,2.306,-3.24,1,5,83.91,6,https://real.enamine.net/public-enum-files/Z3216016930
CCC=1C=CC(=CC1)S(=O)(=O)NC2(CCC(=O)O)CCOCC2,Z3216016946,341.424,341.424,1.776,-3.208,2,5,92.7,7,https://real.enamine.net/public-enum-files/Z3216016946
COC1(CC(=O)NC(CC=2C=CC(O)=C(F)C2)C(=O)O)CCC1,Z3216017640,325.333,325.333,1.731,-2.513,3,5,95.86,8,https://real.enamine.net/public-enum-files/Z3216017640
CCCCCOC=1C=CC(=CC1)C(=O)N(C)CC2=NNC(=O)N2,Z3268510065,318.372,318.372,2.336,-4.345,2,4,83.03,9,https://real.enamine.net/public-enum-files/Z3268510065
CC1(O)CN(C1)C(=O)C2=CC3=CC=C(O)C=C3N2,Z3268542034,246.262,246.262,1.018,-3.056,3,3,76.56,2,https://real.enamine.net/public-enum-files/Z3268542034
CSCCNC(=O)[C@H](CO)NS(=O)(=O)C=1C=CC(C)=CC1,Z3268542427,332.442,332.442,0.932,-2.963,3,4,95.5,9,https://real.enamine.net/public-enum-files/Z3268542427
CC1=NC(=NN1C)C(=O)NC2CCCCCC2,Z3268542729,236.314,236.314,1.839,-1.764,1,3,59.81,3,https://real.enamine.net/public-enum-files/Z3268542729
"CCC=1C=C(N=C(CC)N1)N2C[C@H](O)[C@H](O)CO2 |&1:12,14,r|",Z3268555129,253.298,253.298,0.368,-2.006,2,6,78.71,3,https://real.enamine.net/public-enum-files/Z3268555129
COCC1=NN=C(N1)C=2C=C(C=C(C2)OC)OC,Z3268815110,249.266,249.266,1.132,-2.525,1,5,69.26,5,https://real.enamine.net/public-enum-files/Z3268815110
CN(C(=O)N1CC(N)C2(CCC2)C1)C3CCOCC3,Z3278068007,267.368,267.368,0.935,-1.901,1,3,58.8,3,https://real.enamine.net/public-enum-files/Z3278068007
NC1CN(CC21CCC2)S(=O)(=O)N3CCCOCC3,Z3278068345,289.396,289.396,0.841,-1.652,1,5,75.87,2,https://real.enamine.net/public-enum-files/Z3278068345
NC1CN(CC2=NNC=3CCOCC23)CC41CCC4,Z3278089504,262.351,262.351,0.176,-1.308,2,4,67.17,2,https://real.enamine.net/public-enum-files/Z3278089504
CCC(C)(C)CNC1=NN=C(N1)C2CCS(=O)(=O)C2,Z3283272121,286.395,286.395,0.648,-2.845,2,5,87.74,5,
N#CC=1C=CC=CC1N2CCN(CC3(CC3)C4CCCCO4)CC2,Z3290577606,325.449,325.449,2.993,-2.554,0,4,39.5,4,https://real.enamine.net/public-enum-files/Z3290577606
CC1=NN=C(CN2CCN(CC2)C(=O)C3=CC=C4CCCC4=C3)S1,Z3290580234,342.46,342.46,1.821,-3.654,0,4,49.33,4,https://real.enamine.net/public-enum-files/Z3290580234
CCCN1C=C(CNC(=O)C=2N=CN(N2)C(C)(C)C)C(C)=N1,Z3290580243,304.391,304.391,1.577,-1.136,1,4,77.63,7,https://real.enamine.net/public-enum-files/Z3290580243
CC1=NC=C(CCNC(=O)C2=CSC(=N2)C(C)(C)C)O1,Z3290580287,293.386,293.386,2.416,-1.656,1,3,68.02,6,https://real.enamine.net/public-enum-files/Z3290580287
O=C(NCC1CCN(CC2CC2)CC1)C3=CC=NC4=NC=CN=C34,Z3290588414,325.409,325.409,1.292,-1.634,1,5,71.01,6,https://real.enamine.net/public-enum-files/Z3290588414
CCC(NC(=O)CC1CC(=O)NC(=O)C1)C2CCCCC2,Z3290588459,294.39,294.39,1.093,-2.811,2,3,75.27,6,https://real.enamine.net/public-enum-files/Z3290588459
CN(CC(O)C1CC1)C(=O)CC=2C=CC=C(F)C2O,Z3290588478,267.297,267.297,0.988,-1.706,2,3,60.77,6,https://real.enamine.net/public-enum-files/Z3290588478
CC=1C=NC(=CC1Cl)C(=O)N(C)CC(O)C2CC2,Z3290588692,268.739,268.739,1.21,-2.431,1,3,53.43,5,https://real.enamine.net/public-enum-files/Z3290588692
O=C(O)CC1(CCNC(=O)C2=CC=C(Cl)C(F)=C2)CC1(F)F,Z3290660574,335.706,335.706,1.979,-3.522,2,3,66.4,7,https://real.enamine.net/public-enum-files/Z3290660574
I.CCC1CCN=C(NCCC=2C=COC2)N1,Z4154971453,349.212,221.299,1.933,-2.501,2,3,49.56,4,https://real.enamine.net/public-enum-files/Z4154971453
I.CCN1CCN=C1NCC(C)(C)OC,Z3301738213,327.206,199.294,1.295,-2.232,1,4,36.86,5,https://real.enamine.net/public-enum-files/Z3301738213
I.CN(CC=1C=CC=CC1)C2=N[C@@H]3CCCC[C@H]3N2,Z3301748251,371.26,243.348,3.009,-4.014,1,3,27.63,3,https://real.enamine.net/public-enum-files/Z3301748251
I.C1CC1NC2=NC[C@H]3CCCN23,Z3301808599,293.148,165.236,0.403,-2.425,1,3,27.63,2,https://real.enamine.net/public-enum-files/Z3301808599
I.CC1(C)CN(C1)C2=NC[C@H]3CCCN23,Z3301809476,321.202,193.289,1.104,-3.009,0,3,18.84,1,https://real.enamine.net/public-enum-files/Z3301809476
I.COC1CN=C(NCCC(C)(C)C)NC1,Z3301817057,341.233,213.32,2.775,-2.734,2,4,45.65,5,https://real.enamine.net/public-enum-files/Z3301817057
I.COCC1CN=C(NCCC2(C)CC2)N1,Z4154971145,339.217,211.304,1.396,-2.401,2,4,45.65,5,https://real.enamine.net/public-enum-files/Z4154971145
I.C=C1CN=C(NC1)N2CC(C)(C#N)C2,Z3301825352,318.158,190.246,1.321,-2.15,1,4,51.42,1,https://real.enamine.net/public-enum-files/Z3301825352
CCC=1C(=O)NC(=NC1COC)C=2C=CC(=CC2)CN(C)C,Z3302376702,301.384,301.384,1.419,-3.513,1,4,53.93,6,https://real.enamine.net/public-enum-files/Z3302376702
O=C(O)C1(CCOC2(CCCCC2)C1)N3C=C(C=N3)C4CC4,Z3303899698,304.385,304.385,2.097,-2.957,1,4,64.35,3,
CC(CC=1C=CC=CC1C(F)(F)F)(C(=O)O)N2C=CN=C2,Z3303900156,298.261,298.261,2.288,-2.954,1,3,55.12,5,https://real.enamine.net/public-enum-files/Z3303900156
CC(C)N1N=CC=2C=C(C=NC21)C(=O)N[C@H]3C[C@H](CN4C=CC=N4)C3,Z3305298230,338.408,338.408,1.274,-2.165,1,4,77.63,6,https://real.enamine.net/public-enum-files/Z3305298230
COC=1C=CC(C2=NN=C(N2)C(F)(F)F)=C(C1)OC,Z3307788767,273.212,273.212,1.781,-3.83,1,4,60.03,4,https://real.enamine.net/public-enum-files/Z3307788767
CC=1N=CC(C(=O)N[C@@H](CC(C)C)C(=O)O)=C(N1)C2CC2,Z3324853385,291.346,291.346,1.686,-2.608,2,5,92.18,7,https://real.enamine.net/public-enum-files/Z3324853385
CNC1(CNC(=O)C=2N=CC=C(N)N2)CCC1,Z3344367787,235.286,235.286,0.393,-1.135,3,5,92.93,5,https://real.enamine.net/public-enum-files/Z3344367787
CC1=NC=CN1C=2C=CC(=CC2F)CNC(C)C3=CNC=N3,Z3359091781,299.347,299.347,1.169,-1.871,2,3,58.53,5,https://real.enamine.net/public-enum-files/Z3359091781
CC=1C=NC(=NC1)N[C@@H]2C[C@H](CN3C=CC=N3)C2,Z3409654341,243.308,243.308,1.464,-1.729,1,4,55.63,4,https://real.enamine.net/public-enum-files/Z3409654341
CC=1C=CN=C(C1[N+]([O-])=O)N2CCCC(C2)C=3N=C(N)N(C)N3,Z3409655056,317.347,317.347,0.526,-3.093,1,7,116,3,https://real.enamine.net/public-enum-files/Z3409655056
O=C(NCC1CCC=CCCC1)C=2C=CC(=CN2)C=3C=NNC3,Z3464155380,310.394,310.394,3.927,-4.577,2,3,70.67,5,https://real.enamine.net/public-enum-files/Z3464155380
CC1CCCCC1N(C)CC2=CC(O)=CC=C2Cl,Z3480645074,267.794,267.794,4.869,-3.682,1,2,23.47,3,https://real.enamine.net/public-enum-files/Z3480645074
CC(C)OC=1C=CC=CC1CN2CCC(CC3=NC(=NO3)C=4C=CC(F)=CN4)CC2,Z3491088159,410.486,410.486,4.07,-3.316,0,5,64.28,7,https://real.enamine.net/public-enum-files/Z3491088159
CC=1C=C(C)N2C=C(CN3C(=O)ON=C3CC=4C=CC(F)=CC4)N=C2N1,Z4137046836,353.351,353.351,2.754,-3.247,0,4,72.09,4,https://real.enamine.net/public-enum-files/Z4137046836
CN1N=CC=C1CCN2C(=O)ON=C2C=3C=CC=CC3Cl,Z4155717054,304.732,304.732,2.396,-3.419,0,3,59.72,4,https://real.enamine.net/public-enum-files/Z4155717054
CC(C)C(=O)NC1CCN(CC1)C(=O)C2(CCC2)C=3C=CC(F)=CC3,Z435291852,346.44,346.44,1.732,-4.35,1,2,49.41,6,https://real.enamine.net/public-enum-files/Z435291852
CC=1N=C2SC=CN2C1C=CC=3C=C(C(=O)O)C=4C=C(C)C=CC4N3,Z95183195,349.408,349.408,4.898,-5.33,1,4,67.49,3,https://real.enamine.net/public-enum-files/Z95183195
COC=1C=CC(Cl)=CC1C(=O)NCC=2C=CC(=CC2)C(=O)N3CCCC3,Z241385550,372.846,372.846,2.909,-4.98,1,3,58.64,5,https://real.enamine.net/public-enum-files/Z241385550
CN1CCC(CC1=O)C(=O)N2CCN(CC2)C=3C=CC(Cl)=CN3,Z875636476,336.817,336.817,1.354,-2.548,0,4,56.75,3,https://real.enamine.net/public-enum-files/Z875636476
CN(C(=O)C=1C=CC=2N=CC=CC2C1)C=3C=C(Cl)C=CC3C#N,Z1434397169,321.761,321.761,2.706,-5.264,0,3,56.99,3,https://real.enamine.net/public-enum-files/Z1434397169
CN(C)CC1CCCCN1C(=O)CCC2=CNC3=CC=CC=C23,Z890275360,313.438,313.438,2.755,-3.11,1,2,39.34,6,https://real.enamine.net/public-enum-files/Z890275360
CN(C)CC1CCCCN1C(=O)C2=CC=3C=CC=CC3S2,Z890274566,302.436,302.436,3.468,-4.19,0,2,23.55,4,https://real.enamine.net/public-enum-files/Z890274566
CC=1C=CC(=CC1F)C2=NOC(CNC=3C=CC=C(C3C)N4C(=O)CCC4=O)=N2,Z966922094,394.4,394.4,1.105,-4.47,1,5,88.33,5,https://real.enamine.net/public-enum-files/Z966922094
CN(C)C(=O)C=1C=CC=CC1NCC2=NN=C(O2)C3=CC=CC(Cl)=C3,Z1419679180,356.807,356.807,1.398,-4.821,1,4,71.26,6,https://real.enamine.net/public-enum-files/Z1419679180
O=C(NCC=1C=CC(=CC1)C(=O)N2CCCCC2)C3=CC=CC4=CC=CN=C34,Z119704382,373.449,373.449,2.932,-5.126,1,3,62.3,4,https://real.enamine.net/public-enum-files/Z119704382
O=C(C1=NNC=2C=CC=CC12)N3CCCC(C3)C(=O)N4CCOCC4,Z237140710,342.393,342.393,1.261,-3.827,1,4,78.53,4,https://real.enamine.net/public-enum-files/Z237140710
O=C(C=1C=CC=2CCCC2C1)N3CCCC(C3)C(=O)N4CCOCC4,Z237138822,342.433,342.433,2.154,-4.411,0,3,49.85,4,https://real.enamine.net/public-enum-files/Z237138822
CN1CCCC1CCN2CCC(CC2)C(=O)NCC=3C=CC=CC3,Z1559189240,329.481,329.481,1.655,-1.385,1,3,35.58,7,https://real.enamine.net/public-enum-files/Z1559189240
CCOC1CCCN(C1)C(=O)C2CC(=O)NC=3C=CC=CC32,Z826146956,302.369,302.369,1.772,-2.14,1,3,58.64,4,https://real.enamine.net/public-enum-files/Z826146956
CC1=CC=NN1C=2C=CC(=CC2)C(=O)N3CCN(CC(=O)NC4CC4)CC3,Z95848441,367.446,367.446,1.713,-2.43,1,4,70.47,5,https://real.enamine.net/public-enum-files/Z95848441
COC=1C=CC=C(C1)C(=O)NCC(=O)N2CCC(CC2)C3=NN=C4C=CC=CN34,Z95870337,393.44,393.44,0.898,-3.881,1,5,88.83,5,https://real.enamine.net/public-enum-files/Z95870337
CN(CC(=O)NC(C1=NC=2C=CC=CC2N1C)C=3C=CC=CC3)C4CC4,Z1116876479,348.442,348.442,2.594,-3.11,1,3,50.16,6,https://real.enamine.net/public-enum-files/Z1116876479
O=C(NCC=1C=CC=CC1)C2CCN(CC2)C(=O)C=3C=CN=CC3,Z95974133,323.39,323.39,0.326,-2.859,1,3,62.3,6,https://real.enamine.net/public-enum-files/Z95974133
CC(=O)N1CCC=2C=C(C=CC21)NC(=O)C3=C(C)ON=C3C=4C(Cl)=CC=CC4Cl,Z324561726,430.284,430.284,3.157,-6.201,1,3,75.44,2,https://real.enamine.net/public-enum-files/Z324561726
COC=1C=CC=2C=C(NC2C1)C(=O)N3CCNC(=O)C3,Z365288750,273.288,273.288,0.981,-3.06,2,3,74.43,3,https://real.enamine.net/public-enum-files/Z365288750
COC=1C=CC=2C=C(NC2C1)C(=O)N3CCC(CC3)C(N)=O,Z300264692,301.341,301.341,-0.217,-3.38,2,3,88.42,4,https://real.enamine.net/public-enum-files/Z300264692
CC(OC=1C=CC(F)=CC1)C(=O)N2CCC(CC2)C(=O)NC=3C=CC=CC3,Z96030932,370.418,370.418,2.596,-4.741,1,3,58.64,7,https://real.enamine.net/public-enum-files/Z96030932
COC=1C=CC(C2=NOC(COC=3C=CC(Cl)=CC3Cl)=N2)=C(C1)OC,Z96152119,381.21,381.21,4.204,-5.475,0,5,66.61,6,https://real.enamine.net/public-enum-files/Z96152119
CCN1C=CC=2C=C(C=CC21)NC(=O)CCN3CCN(CC3)C(=O)C4CCCO4,Z1172837122,398.5,398.5,3.175,-2.69,1,4,66.81,6,https://real.enamine.net/public-enum-files/Z1172837122
COC=1C=CC=CC1CC(=O)N2CCC(CC2)NC(=O)C3CCCC3,Z972559306,344.449,344.449,1.239,-3.957,1,3,58.64,7,https://real.enamine.net/public-enum-files/Z972559306
CC1=NN(C(C)=C1NC(=O)C=2C=CC(F)=CC2)C=3C=CC=CC3,Z188902630,309.338,309.338,2.517,-4.143,1,2,46.92,4,https://real.enamine.net/public-enum-files/Z188902630
CC(=O)N1CCN(CC1)C(=O)C=2C=CC(=CC2)C3=NC(C)=NO3,Z278066068,314.34,314.34,0.144,-3.2,0,4,79.54,4,https://real.enamine.net/public-enum-files/Z278066068
NC(=O)CN1CCCN(CC1)C(=O)CC=2C=CC(Cl)=CC2,Z845335334,309.791,309.791,1.317,-2.11,1,3,66.64,5,https://real.enamine.net/public-enum-files/Z845335334
CC1CN(CCN1C(=O)NC=2C=CN=CC2)C(=O)NC=3C=CN=CC3,Z813056736,340.381,340.381,1.477,-2.29,2,4,90.46,2,
CN1CCN(CC1)C(C(=O)N2CCC(CCC(N)=O)CC2)C=3C=CC=CC3,Z1560613619,372.505,372.505,1.961,-1.645,1,4,69.88,7,https://real.enamine.net/public-enum-files/Z1560613619
O=C(CCC1=NC(=NO1)C2CC2)N3CCCCCC3C=4C=CN=CC4,Z1245957062,340.42,340.42,0.533,-1.91,0,4,72.12,5,https://real.enamine.net/public-enum-files/Z1245957062
CC1=C(C=NN1C=2C=C(C)C=CC2C)NC(=O)C=3C=NN(C3C)C=4C=CC=CN4,Z1481642877,386.451,386.451,2.576,-4.36,1,4,77.63,4,https://real.enamine.net/public-enum-files/Z1481642877
